Signature.1	Signature.2	Signature.3	Signature.4	Signature.5	Signature.6	Signature.7	Signature.8	Signature.9	Signature.10	Signature.11	Signature.12	Signature.13	Signature.14	Signature.15	Signature.16	Signature.17	Signature.18	Signature.19	Signature.20	Signature.21	Signature.22	Signature.23	Signature.24	Signature.25	Signature.26	Signature.27	Signature.28	Signature.29	Signature.30
0.023917921037812498	0.06914475785459404	0.3826720629055152	0	0	0	0.0025539498066364007	0	0.05625478224019894	0	0.025330259605306625	0	0.35972159769777706	0	0	0.03684454483085092	0	0	0	0	0	0	0	0.003968016463893231	0.015896540840472928	0.023695566716942236	0	0	0	0
0.05142652837647368	0.049874384217368485	0.45431981251106185	0	0.012263185501883036	0	0	0.13633823160246697	0.08912307111779949	0	0.005978750173634605	0	0.13131330826710688	0	0	0.05533350143583674	0	0	0	0	0.008262818144671598	0	0	0	0.00576640865169662	0	0	0	0	0
