Signature.1	Signature.2	Signature.3	Signature.4	Signature.5	Signature.6	Signature.7	Signature.8	Signature.9	Signature.10	Signature.11	Signature.12	Signature.13	Signature.14	Signature.15	Signature.16	Signature.17	Signature.18	Signature.19	Signature.20	Signature.21	Signature.22	Signature.23	Signature.24	Signature.25	Signature.26	Signature.27	Signature.28	Signature.29	Signature.30
0.07479069631069193	0.34207804902664807	0.007715234849232498	0	0	0	0	0.14655147688272002	0.01928413010696871	0.01502155068681654	0	0	0.24182704338313069	0	0	0.08968484397665012	0	0.011157615969691387	0	0	0	0	0	0	0	0	0	0	0	0.05188935880745001
