Signature.1	Signature.2	Signature.3	Signature.4	Signature.5	Signature.6	Signature.7	Signature.8	Signature.9	Signature.10	Signature.11	Signature.12	Signature.13	Signature.14	Signature.15	Signature.16	Signature.17	Signature.18	Signature.19	Signature.20	Signature.21	Signature.22	Signature.23	Signature.24	Signature.25	Signature.26	Signature.27	Signature.28	Signature.29	Signature.30
0	0.12946511327484608	0.4063006119652318	0	0	0	0.03123738112082924	0	0	0.046131488868503094	0.01349451146391308	0	0.28552705506254583	0	0	0	0.05254426700795062	0	0	0	0.035299571236180285	0	0	0	0	0	0	0	0	0
0	0	0.5144221035925226	0	0	0	0	0	0	0.06186821534547234	0	0	0.334241687873122	0	0	0	0.015126408947714613	0	0	0.013375476215306922	0.011392312395349987	0	0	0	0.02326221058223093	0	0.026311585048280614	0	0	0
0	0.07270532109474866	0.21808043702606647	0	0	0.03826356404469728	0.05524808349581508	0	0.06624571507601429	0	0	0.017281176737412272	0.44079602182274386	0.020281234015371515	0	0	0	0	0	0	0	0.01597568011950783	0	0	0	0	0	0.055122766567622675	0	0
0	0.04775020385125378	0.3468905407046108	0	0	0	0	0	0	0	0	0	0.4125597907954699	0	0	0.13218886282123607	0	0	0	0.021411999779036992	0	0.024527311129254437	0.014671290919138128	0	0	0	0	0	0	0
0	0.06363304129525749	0.44857049734121085	0	0	0	0	0	0	0.01013246589610034	0	0	0.46935597172146076	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008308023745970537	0	0	0
0	0	0	0	0.36871706007320676	0	0	0.019016329053255593	0	0.04779075285563961	0	0	0.5333987436978853	0	0	0	0	0	0	0	0	0.031077114320012762	0	0	0	0	0	0	0	0
0	0.11973203259861435	0.43032415231513965	0	0	0	0	0	0	0	0.02243608912607845	0.015422951351939497	0.33819914117492195	0	0.045341872885235904	0	0	0	0	0	0	0	0	0.028543760548070177	0	0	0	0	0	0
0.011961619238488345	0.015414097472840428	0.3250209525358931	0	0	0	0	0	0.01748543135000307	0	0	0.031048481421001663	0.4503766599512669	0	0	0.09135638722503718	0.057336370805469335	0	0	0	0	0	0	0	0	0	0	0	0	0
0.0492937181103132	0.12434791511492511	0.36459120696388925	0	0	0	0	0	0	0	0	0	0.2856361012979383	0	0	0.04705960680607769	0	0.033793512909328166	0	0	0	0	0.031786880933396294	0	0	0	0	0	0.06349105786413196	0
0	0.09121785269976723	0.46476941139816375	0	0	0.03765063324577726	0	0	0	0	0	0	0.2953915648058278	0	0	0	0.06371535285999037	0	0	0.016477418289351457	0	0	0	0	0	0	0.030777766701122252	0	0	0
0	0.015016852911280873	0.2180159748263614	0	0	0	0.1857034987612739	0.08096269350104597	0.024898742056524006	0	0	0	0.30574990186888923	0	0	0.03362839619229153	0	0	0	0	0.034058457282708614	0.017762450350044395	0	0	0	0	0.045686218445891526	0.03851681380368862	0	0
0	0	0.27797772054703124	0	0	0	0.008729513590479234	0	0	0	0	0	0.3843430417564898	0.02759030870387199	0	0.047393959789808364	0	0	0	0	0	0.09988925379926943	0	0.027533847527903024	0	0.12654235428514687	0	0	0	0
0.01716766735262886	0.13705132690556512	0.2582682769929555	0	0	0	0	0	0.03004271161792117	0	0	0	0.3552679357649131	0	0	0.01774799391786458	0	0	0.044626870381916435	0	0	0.023697147530853523	0	0.04309676134580201	0	0	0	0.0730333081895796	0	0
0	0	0.44637487001275516	0	0	0	0.04804233303283491	0	0	0	0	0	0.45629374579876014	0	0	0	0	0	0.01673119338498528	0	0.03255785777066456	0	0	0	0	0	0	0	0	0
0.014341984236227494	0.04119123512205606	0.3545777305301219	0	0	0	0	0	0	0	0.06301512235969332	0.06728855281800813	0.36275399557118915	0	0	0	0.05856392223242903	0	0	0	0	0	0	0	0	0	0.038267457130274844	0	0	0
0	0.047413152888154494	0.2912457808196813	0	0	0	0	0	0.013871649845115902	0	0.034781959033450854	0.016882070854414788	0.42988866580162866	0	0.03607936157197093	0	0.016968173299115288	0	0	0	0	0	0	0.025375147067552558	0	0.02628770122065278	0.011675610538976814	0	0.049530727059285726	0
0.03766740724678595	0	0.36153475110919536	0	0	0	0	0	0	0.028289135172430167	0	0	0.5520702370381906	0	0	0	0.02043846943339798	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.16499773800070708	0.07433305093128466	0.018648002263578024	0	0	0	0	0.0917342373855087	0	0.009175363762597734	0	0.23636267920103587	0.030099126493520777	0	0.18693388348564288	0	0.05208331385426915	0	0	0	0	0	0	0	0.05243751602604449	0.01148499544453384	0.0717100931512767	0	0
0.06102004365229905	0	0.1154340537366248	0	0	0	0.0726043006358999	0	0	0.02997787260190192	0	0	0.4499383756714578	0	0	0.21805883043510157	0.017795121765039782	0	0	0	0	0	0	0	0	0.02234566128371974	0	0	0.012825740217955415	0
0	0	0.22295996505849022	0	0	0	0.04750755151882707	0	0	0	0	0	0.48997229600145564	0.034718142176321194	0	0.20484204524490598	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.24070331226847766	0.17804730997135199	0	0	0	0	0	0	0.027369853190018976	0	0	0.3202800238929235	0	0	0.17345316014003592	0.005573618839749178	0.01265329722210601	0	0	0	0.04191942447533676	0	0	0	0	0	0	0	0
0	0	0.21073541497985387	0	0	0	0	0	0.08002157525896147	0	0	0.034317628683444436	0.34671399403476383	0	0	0	0	0	0	0.06331219048045124	0	0	0	0	0.13981469502121333	0	0.040510200989856915	0.04637079503033705	0	0.038203505521117856
0	0	0.3411944401496998	0	0	0	0	0	0.0157861569119902	0.017827912251219408	0.02708381877621446	0	0.4258105897982384	0	0	0	0.01456103419686285	0	0	0	0.060407044112388106	0.008894472671833705	0	0.03663401864998096	0	0.040618440761401545	0.011182071720170663	0	0	0
0	0.19735765654638276	0.34105062068171405	0	0	0	0	0	0	0	0.02278132676241615	0	0.41326069199733884	0	0	0	0	0	0.025549704012148237	0	0	0	0	0	0	0	0	0	0	0
0	0	0.1916694917735997	0	0	0	0	0	0.12653488359274656	0	0.043239686809495456	0	0.5092089765918871	0	0	0.03845532501608345	0	0	0	0	0	0	0	0	0	0.09089163621618766	0	0	0	0
0	0.10428767631520766	0.5309737803812085	0	0	0	0	0	0	0	0	0	0.3234071093988067	0	0	0	0.023523692421870475	0	0	0	0	0	0.017807741482906793	0	0	0	0	0	0	0
0	0.057860702741477574	0.4788689092630457	0	0	0.02255091850257616	0	0	0	0	0	0	0.35660019451959013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08411927497331041	0
0.01056133141165125	0.03809487032078611	0.439546329660109	0	0	0	0	0	0	0.06858706377559633	0	0	0.29855270671861484	0	0.02913928343730199	0	0	0	0	0	0	0.037646435671883874	0	0	0.02465864353795705	0.053213335466099576	0	0	0	0
0	0.16308781830142202	0.3902352658513926	0	0	0	0	0	0	0.013288079895735177	0	0	0.2881934284895011	0	0.011023902796777797	0	0.028281677496953348	0	0	0	0	0.08224179809431677	0.01744789267944829	0	0	0	0.0062001363944528725	0	0	0
0	0.0951717803232831	0.2940192622957019	0	0	0	0	0.04966867268784703	0	0.03783392579480793	0.08974305905994981	0	0.2842219596972015	0	0	0	0	0.09801179736994364	0	0	0.024474888263232526	0	0	0.026854654508032573	0	0	0	0	0	0
0	0.07744389925214182	0.5328753569604994	0	0	0	0	0	0	0	0	0	0.3625053573548605	0	0	0	0	0	0	0	0	0.009126727462154866	0	0	0	0	0.018048658970343502	0	0	0
0.040127522598116555	0.05202523499992089	0.19578995040690306	0	0	0	0	0	0.02805463145204857	0	0	0.12653804204449354	0.34713817449997997	0	0	0	0	0	0	0	0.045009658806595604	0	0	0	0	0	0	0.05632345534497688	0	0.10899332984696491
0.021069905580688664	0.07062827273682774	0.4092121188094145	0	0	0	0	0	0	0	0	0.04661473924348943	0.31493672156444985	0	0	0	0	0	0.03169114397302157	0	0	0.017120476914634822	0	0	0	0	0.024498855730349402	0	0	0.06422776544712398
0.05295769781688615	0.015651168637850477	0.2758233129611955	0	0	0	0.058956005627309044	0.01979218412993093	0.04653070904742744	0	0	0	0.3850809721148205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10009688581975708	0.04511106384482291	0
0	0.06912716781403994	0.5267972137623022	0	0	0	0	0	0	0	0	0	0.27449000726417105	0	0.07938030581024741	0.03311655075501242	0	0	0	0.017088754594226922	0	0	0	0	0	0	0	0	0	0
0.035039477955588816	0.09855890542565478	0.04488394333944008	0	0	0	0	0	0	0	0	0	0.27715845869702527	0.025067088493504804	0	0.24883065213326627	0	0.03928720086264833	0	0.04356330370799059	0	0.013019368578194555	0	0	0.0433617372489966	0	0.032772384536606906	0.098457479021083	0	0
0	0.03158634492258871	0	0.07786185045531979	0.2578405372897068	0	0.00767394208837946	0.047071411873808235	0	0	0	0	0.5160357182706066	0	0	0	0.05095339283552232	0	0	0	0	0	0.0109768022640681	0	0	0	0	0	0	0
0	0.09845933194396371	0.4397057057333851	0	0	0	0	0	0	0	0	0.06797206666480755	0.3729149285979812	0	0	0	0	0	0	0.013854383719912133	0	0	0	0	0	0	0	0.00709358333995032	0	0
0	0	0.1406875879155751	0	0	0	0	0.08191237239637915	0	0	0.0082888090979803	0	0.434885369945633	0.0491244022632239	0	0	0.11124668810242429	0	0	0.011861272867370374	0	0	0	0	0.017648050750311707	0.09614424256815719	0.021774072581116438	0	0.026427131511828652	0
0	0.03894241079179585	0.48711412971875795	0	0	0	0	0	0	0	0	0	0.3634792742780738	0	0	0.08726378112367594	0	0	0.02320040408769641	0	0	0	0	0	0	0	0	0	0	0
0.04453936288371037	0	0.30399987404618256	0	0	0	0.04586957179688051	0	0	0	0	0	0.35260435220409836	0	0	0.06287273048353142	0	0	0.09266639843759361	0	0	0	0	0.0854746785196818	0	0	0.011973031628321425	0	0	0
0	0.12412603961584705	0	0	0	0	0.04659228279002474	0.019766338984457624	0.1682562525487906	0	0	0.03975101088186293	0.4768570120315608	0	0	0	0.022014408465524878	0	0.10105374846659597	0	0	0	0	0	0	0	0	0	0	0.0015829062153353344
0	0.05868210194198651	0.49644025388901913	0	0	0	0	0	0	0	0.029846644573815907	0	0.3732278361485059	0	0	0	0.013294254765855865	0	0	0	0	0	0	0	0	0.0285089086808166	0	0	0	0
0	0	0.2613563916331186	0	0	0	0	0	0.017438073963012654	0	0	0.04925988302918423	0.48912630549227676	0	0	0.01614902012763246	0	0	0	0	0	0.03227365533038485	0	0	0	0	0.04023815351677247	0.06092479506325597	0.03323372184436197	0
0	0	0.2415444129058414	0	0	0	0	0.01641583936362587	0.2396716932900495	0	0.009765722550829343	0	0.4752303898187651	0	0.017371942070888706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.09842403471328169	0.24988851361239858	0	0	0	0.0412923908026797	0	0	0	0	0.1594723222001101	0.300860212677909	0.0519528643387	0	0	0.04049107220325059	0.015633977024847017	0	0	0	0	0	0	0.01552136635629733	0	0.026463246070525904	0	0	0
0.010370594210763947	0.14045755106222194	0.18492248160763802	0	0	0	0.016647521062341727	0	0	0	0	0	0.36192539931217804	0	0	0	0	0	0.1151984917510788	0	0	0.04436527854247826	0.07336540345199326	0	0	0.05274727899930596	0	0	0	0
0	0.05605975305907119	0	0	0.3023706624125326	0	0	0	0	0.07554557086689355	0.023812327859341842	0	0.5210436807921224	0	0	0	0	0	0	0	0	0	0	0.021168005010038394	0	0	0	0	0	0
0	0	0.44101948665418306	0.06393339098546033	0	0	0	0	0	0	0	0	0.3887684909071831	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00958088439425486	0.018853311272717648	0	0.07784443578620096
0.025944369944757524	0	0.38838244211010853	0	0	0	0	0	0	0	0.07728783903432213	0	0.4440113137042693	0	0	0	0.04006253770755897	0	0	0	0	0	0	0	0	0	0	0.02431149749898359	0	0
0.054254034164904825	0.08856471338207175	0.1824279659314606	0	0	0	0.005384260094199133	0	0	0	0.04889793407283728	0	0.4090951876101832	0.01322367296642876	0	0	0.08356076575955836	0	0	0	0	0.033525670344539786	0	0.0442453113650553	0	0	0.03682048430876105	0	0	0
0.023215821930429308	0	0.42502527734195406	0	0	0	0.04969191195586622	0	0	0.02470150489026037	0	0.05199236782181197	0.36006664956869083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020469796660924418	0.04483666983006289
0	0.09668600882481353	0.38768059957299245	0	0	0	0	0	0	0	0	0.032435614774425844	0.33617571805805124	0	0	0.023059778640960003	0	0	0	0	0.04470686053144353	0.011267420922821602	0.014694894158388998	0.053293104516102766	0	0	0	0	0	0
0	0.27641262078514856	0.23416654226679454	0.02451246338585276	0	0	0	0	0.029719376904286866	0	0	0	0.2805147550345977	0	0	0	0	0.10500149321328424	0	0	0	0	0	0.04967274841003527	0	0	0	0	0	0
0.01619147429369168	0.09495082643312608	0.5525023861066033	0	0	0	0	0	0	0	0	0	0.3363553131665789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.08281501862491908	0.36412057893011435	0	0	0	0	0.08917804934658607	0	0.017114357891588897	0	0	0.383282131891984	0	0	0	0	0	0	0.06348986331480752	0	0	0	0	0	0	0	0	0	0
0	0.08558600402029458	0.36632981951421734	0	0	0	0	0	0	0.029388624991289972	0.015550069841310339	0	0.2797705604889788	0	0.05989059611708452	0	0.04892434140144615	0	0	0	0.023260267061056154	0	0	0.035668204710628454	0	0	0	0	0.0556315118536937	0
0.08581116631956388	0.20215885497866593	0.12841497991008002	0	0	0	0	0	0	0.0164178264039965	0	0	0.3333714961093497	0	0	0.04754070477459857	0.03520848300226845	0.062438385606200644	0	0	0	0.005023249928260139	0	0	0	0	0.009721482302825553	0	0.0738933706641906	0
0	0.07952041342698321	0.2932028314466571	0	0	0	0.006930908771000182	0	0.1828182891377172	0	0	0	0.17220806836517225	0	0	0.1356736890842558	0.028762926493275828	0	0	0	0	0	0	0	0	0	0.10088287327493838	0	0	0
0	0.13846919356861037	0.17683006215721578	0	0	0	0	0	0.04363680251246457	0	0	0.13542706936325488	0.2757369181699003	0	0.017835944229305237	0	0.017599985405467155	0	0.054413439827582434	0	0	0	0.008852178604262994	0.05154631696018804	0	0	0	0.07965208920174824	0	0
0	0.0950637693207165	0.48589115317621023	0	0	0	0	0	0	0	0	0	0.2743952738022801	0.016859590984599625	0	0.08468137228319471	0.008632983077068617	0	0	0	0	0	0	0	0	0	0.017197841411473926	0	0.017278015944456184	0
0	0.043114222862711736	2.6748989299930472e-8	0	0	0	0	0.24675138659748386	0	0	0	0	0.29117829614469154	0	0	0.3687215138012163	0.014906829915248066	0	0	0	0	0	0	0	0	0	0	0.03532772392965916	0	0
0	0	0.027743049388833502	0	0	0	0	0.15557897029189932	0	0	0.01737192194475352	0	0.41024067508092543	0.04752382272420837	0	0.31811250881849357	0	0	0	0	0	0	0	0	0	0	0.023429051750886273	0	0	0
0	0.01987160210716785	0.3090582297522466	0	0	0	0	0	0.0974178024008162	0	0.054896533695340345	0	0.4031066599516421	0	0	0	0	0	0	0	0.07015912813000519	0.013634016685107471	0	0	0	0	0	0.03185602727767426	0	0
0.022078693016925135	0.19148164397883308	0.4060034102732023	0	0	0	0	0	0	0.02299360197743551	0	0	0.2600591655962882	0	0	0	0	0	0.006731579482779585	0	0	0	0	0	0	0	0.02469298058573078	0.06595892508880544	0	0
0.029948824078789387	0.11607498040471764	0.13388151444015092	0.12070335684437455	0	0	0.017648599661715857	0	0.05913311384596154	0	0.07938160269379574	0	0.33013657198679147	0	0	0.01607141193473853	0.027396610092989968	0	0	0	0.04323625121283921	0	0	0	0	0	0.02638716280313524	0	0	0
0	0.08359246752811879	0.37828055058572047	0	0	0	0.03242694432424165	0	0	0.0859716518239647	0	0	0.3993189122851718	0	0	0	0	0	0	0	0.020409473452782628	0	0	0	0	0	0	0	0	0
0.06604148497821564	0	0.3620775114411649	0	0	0	0	0	0.011446955063764488	0	0	0	0.4790200584116196	0	0	0	0	0	0	0	0	0	0.016767505361159674	0	0	0	0	0.013367164480000339	0	0.051279320264075307
