Signature.1	Signature.2	Signature.3	Signature.4	Signature.5	Signature.6	Signature.7	Signature.8	Signature.9	Signature.10	Signature.11	Signature.12	Signature.13	Signature.14	Signature.15	Signature.16	Signature.17	Signature.18	Signature.19	Signature.20	Signature.21	Signature.22	Signature.23	Signature.24	Signature.25	Signature.26	Signature.27	Signature.28	Signature.29	Signature.30
0	0.02734209318121064	0.48998178380746005	0	0	0	0	0	0.02823970484055154	0.01776435770956682	0.011620364289591168	0	0.3546718330342422	0	0	0	0	0	0	0	0.03466450990914905	0	0	0	0	0	0	0.03571535322822855	0	0
0	0.2345728444927375	0.45385911890661595	0	0	0.03321102677211193	0	0	0	0	0	0	0.14651035261845569	0	0	0	0	0	0	0.023166985858560925	0.08063498190376976	0	0	0	0	0.016422239282662152	0.011622450165086102	0	0	0
0	0.09063855452592356	0.3699852821531919	0	0	0	0	0	0.013260914462624597	0	0	0	0.3310635531720048	0	0	0.14222860239648008	0	0	0	0	0	0	0	0	0.017881400834460843	0.0349416924553141	0	0	0	0
0	0.12674649754880002	0.2863944948140142	0	0	0	0	0	0.06384102859192686	0.027396219084820244	0	0.0170007601751261	0.31002490169683083	0	0.06086932409827	0	0	0.014609209369741256	0	0	0	0	0	0.07621415623885658	0	0	0.01690340838161401	0	0	0
0.014133048497162891	0.1000847658588647	0.3706583126361727	0	0	0	0	0	0.062349775123664186	0	0.04201552404299	0.146135465930137	0.26462310791100857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.19636145986310924	0.43391232528878493	0	0	0	0	0	0	0	0	0	0.24457476452978152	0	0	0	0.028789952889360235	0.04957926667942389	0	0	0	0	0	0	0	0	0.024386715407473877	0	0	0.02239551534206634
0	0.11042833665296724	0.3605735269162439	0	0	0	0	0.06341274950817913	0	0	0	0	0.17439848623125545	0	0	0.153398377054658	0	0.03594719954833982	0	0	0.039601698766154485	0.04502945919977146	0	0	0	0	0	0.01721016612243059	0	0
0.022624949172074905	0.1195665679527659	0.10804118527574504	0.09815275184736208	0	0	0	0	0.14188426280252492	0	0	0	0.27585913913343185	0	0	0	0.05768474501896431	0	0	0	0.04021149812056872	0.037876115541810404	0.05033261797459612	0	0	0	0.010201295060289575	0	0	0.03756487209986615
0	0.13014169585684973	0.07800939488054466	0	0	0	0	0.1170349661611929	0	0	0	0.07543082839061174	0.3351912438026871	0	0.0977234226847256	0	0.06418348502567153	0.04696924982788004	0	0	0	0.031928695531086605	0.023387017838750093	0	0	0	0	0	0	0
0.015803873585346444	0.17344594589986326	0.213263668622814	0	0	0	0	0	0.04785458967795195	0	0	0	0.10023780799110767	0	0	0.20901219113554012	0	0	0	0	0	0.059228903734520257	0	0	0.022698001066104062	0	0	0	0.15845501828675224	0
0.09936412356301688	0	0.4174261701867681	0	0	0	0.01702114617075241	0.07474199413227642	0.051633252576601875	0	0	0	0.23385927461819947	0	0	0	0	0	0.06716318172968455	0	0.018501885284047934	0	0	0	0	0	0.02028897173865234	0	0	0
0.09792698927027818	0	0.5742673509314293	0	0	0.011720602455444155	0	0	0.1232536822019996	0	0.025088420190224805	0	0.006007647320893765	0	0	0	0.017416823619364568	0.09039184877806072	0	0.03067774760035032	0	0	0	0	0	0.02324888763195464	0	0	0	0
0	0	0.5317441086579497	0	0	0	0	0.18831261291220283	0	0	0	0	0	0.1252899733921623	0	0	0.07984137421173594	0	0	0	0	0.07481193082594921	0	0	0	0	0	0	0	0
0.023585856317292667	0	0.4599695064427179	0	0	0	0	0.1799558812558674	0	0.03838140358926123	0.042786937629120704	0	0	0	0	0	0	0	0	0	0.07574996169072895	0	0	0	0.14506354297748014	0	0.017091461059174064	0	0.017415449038356897	0
0.021005778878862236	0	0.2625288642285458	0	0.15875404013301192	0	0	0	0	0	0	0	0.008581926059031963	0	0	0.2524388504710764	0.022641353548837787	0	0	0	0	0	0	0	0.2740491866806338	0	0	0	0	0
0.013824898621376229	0.01391696971801217	0.48779970372607384	0	0	0	0	0	0	0	0	0	0.009181345461086605	0.041828752745254015	0	0.1299470712369013	0.05724767114896789	0	0	0	0.017744202912828612	0.015351670144317613	0	0.07967265020113244	0.13348506408404923	0	0	0	0	0
0	0	0.23747011802455562	0	0	0	0	0.3709485724436871	0	0	0.014948474060311474	0	0	0	0	0.23200312598884393	0	0	0	0	0	0	0	0	0	0	0.03810905464508044	0.10652065483752139	0	0
0	0	0.37562057273392224	0	0	0.1167505866153882	0	0.1363050737596868	0.10136430055387588	0	0	0.02238502512262139	0.0587137061721718	0	0	0	0	0	0.029900210858376283	0.06259089101854433	0	0	0	0.07162265215037907	0	0	0	0.024746981015034038	0	0
0.03248225546912389	0	0.5482606826307981	0	0	0	0	0.12283590497222839	0.1450228644837355	0	0.008954996251105381	0	0	0	0	0	0.018371502828333535	0	0	0	0.015387106586366108	0.02177072394229605	0.06556445013069209	0	0	0	0	0	0.021349512705320935	0
0.09708183407663593	0	0.5404287867615686	0	0	0	0	0.28886679814450267	0	0.024882564177013334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04874001684027951
0	0	0.5915690598005516	0.09210269310386957	0	0	0.014100081104222385	0.057170697387058295	0.14650323487235878	0	0	0	0	0	0	0	0	0	0	0	0.0657744217032233	0	0	0	0	0	0.03277981202871597	0	0	0
0.056126126873241707	0	0.5162697210755657	0.1807118162117238	0	0	0	0.1483391565454893	0.053894350742887794	0.0076802193950841905	0	0	0	0	0	0	0	0	0	0	0	0	0.03697860915600764	0	0	0	0	0	0	0
0	0	0.5110865644632274	0	0.08985218049798756	0.008322901519565312	0	0.26831656259326636	0	0.012863646564902305	0	0	0	0	0	0	0	0	0	0.07074941766011453	0	0	0	0.038808726700936436	0	0	0	0	0	0
0.04832132108697602	0.009150726746253392	0.7754436993982665	0	0	0	0	0	0	0	0	0	0.03904812604733468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025187039716011418	0.10284908700515803	0
0.10999653105111927	0	0.7353322617385171	0	0	0	0	0.021144079811858823	0	0	0	0	0.0708303568365415	0	0	0	0.06269677056196335	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.3683395167385065	0	0	0.08417609542885232	0	0	0	0	0	0	0.0689714511175239	0	0	0.3914880837867362	0	0	0	0	0	0.048898971908802685	0	0	0	0	0.03812588101957827	0	0	0
0	0.05100828755819557	0.3575172442895187	0	0	0	0	0.054198538410647576	0	0.06210802403747232	0	0	0.01432651490381128	0.014314259230703414	0.03468046015200498	0.0275880672757792	0.03859930637286548	0	0	0	0	0.012013200986259433	0.02994434383614345	0.09940676103720361	0.20429499190939499	0	0	0	0	0
0	0	0.3259961839485012	0	0.15762664437424045	0	0	0.17495306145901066	0.11755413619533571	0	0	0	0	0.06139392454525502	0	0	0	0.01973416806104594	0.04287771903115284	0	0.09986416238545827	0	0	0	0	0	0	0	0	0
0.07591236464523245	0	0.3625123122316001	0	0	0	0	0.2888593808756964	0.028575461783575694	0.031612780758149245	0	0	0.08414581160821334	0.0679891549590611	0	0	0	0	0	0	0	0	0	0	0	0.03829527013874519	0	0	0	0.022097462999726522
0.029122770911328536	0.02132917686858427	0.3537265659524177	0	0	0	0	0.2362533776219278	0	0	0	0	0.038181429715781326	0	0	0.15551906007803373	0	0	0	0	0	0	0	0	0	0	0	0.1658676188519267	0	0
0.12402884583810815	0	0.5257638152507191	0	0	0	0	0.07750283180962286	0	0.0361864957598567	0	0	0	0	0	0.1464607399427035	0	0.06839368511776393	0	0	0	0	0	0	0	0.02166358628122573	0	0	0	0
0	0	0.48202743671733256	0	0	0	0.007932499785236462	0.0666602755147343	0.10157622101675415	0.03281529924299039	0	0	0	0.022998081252606408	0.07654862263140434	0	0	0	0	0	0	0	0	0	0.1518871430843221	0	0	0	0	0.05755442075461917
0.12626354931963615	0.033502201129262006	0.6761164699309473	0	0.12796293867337602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013531275396018155	0	0	0	0	0	0.0077399002509793155	0.014883665299780979	0	0
0.051598132271949364	0.016095019697998172	0.38053902170173426	0.09389820980216382	0	0	0	0.1911554501986098	0.03231305766267296	0	0	0	0.043432719965241215	0	0	0.10681016261490726	0	0	0.047966527249996935	0.026295335274792088	0.009896363559934172	0	0	0	0	0	0	0	0	0
0.026856477327690413	0	0.17899162558187767	0	0.07083239368493896	0	0	0.2980291037609654	0.14144680690002576	0	0.014293409832917261	0	0.03741792360527324	0	0	0.1625661923737705	0	0	0.051197585965909724	0	0.018368480966630994	0	0	0	0	0	0	0	0	0
0	0	0.307841574958516	0	0	0	0	0.15878585746470147	0.21913144101575494	0	0	0	0.07336297528465668	0	0.07480669110644367	0	0	0	0	0	0	0.01381064513153638	0	0	0	0	0	0.04446605977136493	0.10779475526702587	0
0.09459476897956888	0.006187086425613737	0.6592722715850834	0	0	0	0	0.0327070976040272	0	0	0	0	0	0.07657498347636087	0	0.13066379192934588	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.11273933326591733	0	0.49202673291320714	0	0	0	0	0.1312332059909617	0.05472451562071465	0.02633421722152707	0	0	0.015806659973031077	0	0	0	0	0	0	0	0.015162000082985258	0.04180027869729694	0.061629578917595254	0	0.04854347731676368	0	0	0	0	0
0	0.0299013790343593	0.3896726032592171	0	0.40070161793315906	0	0.02238455727649318	0	0	0.031581112395667583	0	0	0.039106721964198336	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01877716964567309	0.06787483849123245	0	0
0.012536770514856271	0.008186552407680731	0.5749464164664501	0	0	0	0	0.3464227443069596	0	0	0	0	0	0	0	0	0	0	0.05790751630405343	0	0	0	0	0	0	0	0	0	0	0
0.12558709933044068	0	0.37341635565500997	0	0	0	0	0.35611809846031994	0	0	0.029845581121359013	0	0.05023596366284497	0	0	0	0	0	0	0	0	0.033910111060531885	0	0	0	0	0.030886790709493458	0	0	0
0.10672128080129133	0.005419445844181085	0.16960000526798186	0	0.12268194392927266	0	0	0.3603037167379469	0	0	0	0	0	0	0	0	0	0.04629584265847061	0	0	0.034250059117274176	0	0	0	0.15472770564358146	0	0	0	0	0
0.0722117436796649	0	0.43737137832580053	0	0.17078189799263735	0	0	0.2595154094527078	0	0	0	0	0	0	0	0	0	0	0.0373371483790965	0.02278242217009294	0	0	0	0	0	0	0	0	0	0
0	0	0.034933070163430724	0	0.3782981126883589	0	0	0.2623622113656654	0.04516978832512941	0	0	0	0.08154525604707806	0	0.01974401161048165	0	0	0.025016911010138494	0	0	0	0	0	0	0.08472568388379208	0	0	0	0.020212645975023705	0.0479923089309016
0	0	0.4048529184505751	0	0.13603453668895674	0	0	0	0	0.04740574039273361	0	0	0.07212343776734835	0	0	0.25033011366097024	0	0	0	0	0	0	0	0	0.07909007776049834	0	0.010163175278917707	0	0	0
0.05956735687025597	0	0.3747047341732742	0	0.20032427384084825	0	0	0	0	0.0990546181352539	0	0.06967608393307087	0.016768862241544516	0	0	0	0.05578196969256821	0.08326962027632992	0	0	0	0	0	0.04085248083685419	0	0	0	0	0	0
0.06298407088471678	0	0	0	0.22547752760936227	0	0.011944526138040578	0.3244538401039257	0.03867706781887689	0	0	0	0.030247875131008545	0	0.07005590772089688	0	0.03644551461299945	0.062380353231450414	0	0	0	0	0	0.10654889264838234	0	0	0	0.030784424100340147	0	0
0	0	0.36207343493600785	0	0	0	0	0.20187951175062122	0.11055413798038925	0	0	0	0.018806354785951197	0.06487573800684177	0.0908850975638197	0	0	0	0	0	0	0.09786133262461358	0	0	0	0.05306439235175542	0	0	0	0
0.09103410668498256	0	0.3946508144736321	0.11444470943399279	0	0	0	0.20491698936915217	0	0	0	0	0.022589542210000035	0.06793612347839002	0	0	0	0	0	0.1044277143498503	0	0	0	0	0	0	0	0	0	0
