time	signature_2	signature_3	signature_7	signature_10	signature_11	signature_13	signature_16	signature_19	signature_24	signature_30	CA_A.A	CA_A.C	CA_A.G	CA_A.T	CG_A.A	CG_A.C	CG_A.G	CG_A.T	CT_A.A	CT_A.C	CT_A.G	CT_A.T	TA_A.A	TA_A.C	TA_A.G	TA_A.T	TC_A.A	TC_A.C	TC_A.G	TC_A.T	TG_A.A	TG_A.C	TG_A.G	TG_A.T	CA_C.A	CA_C.C	CA_C.G	CA_C.T	CG_C.A	CG_C.C	CG_C.G	CG_C.T	CT_C.A	CT_C.C	CT_C.G	CT_C.T	TA_C.A	TA_C.C	TA_C.G	TA_C.T	TC_C.A	TC_C.C	TC_C.G	TC_C.T	TG_C.A	TG_C.C	TG_C.G	TG_C.T	CA_G.A	CA_G.C	CA_G.G	CA_G.T	CG_G.A	CG_G.C	CG_G.G	CG_G.T	CT_G.A	CT_G.C	CT_G.G	CT_G.T	TA_G.A	TA_G.C	TA_G.G	TA_G.T	TC_G.A	TC_G.C	TC_G.G	TC_G.T	TG_G.A	TG_G.C	TG_G.G	TG_G.T	CA_T.A	CA_T.C	CA_T.G	CA_T.T	CG_T.A	CG_T.C	CG_T.G	CG_T.T	CT_T.A	CT_T.C	CT_T.G	CT_T.T	TA_T.A	TA_T.C	TA_T.G	TA_T.T	TC_T.A	TC_T.C	TC_T.G	TC_T.T	TG_T.A	TG_T.C	TG_T.G	TG_T.T
1	0.10820080180546815	2.921233891575323e-4	0.0018003517927571125	0.00015837309095145785	3.2849761564713226e-4	0.888452282557534	1.564625387985649e-4	1.5073098745554066e-4	1.1902833209335196e-4	3.4134789013713266e-4	0.00038620066841088053	6.550059939851615e-4	4.883258276942007e-5	7.996756425677797e-4	0.003392936717760385	8.526717404125934e-4	4.457940554814369e-5	0.003506092307519111	0.002161287826036218	4.289284350848513e-4	6.597646141875693e-4	4.07217250275336e-4	0.0011133956112412994	9.60872780298097e-4	1.5771096849005823e-4	8.936917439432867e-4	6.485673462827953e-4	1.859654748173257e-4	3.2655369348820793e-4	4.1735526935644205e-4	3.5029313397308523e-4	1.0526741862012719e-4	6.946339527456037e-5	2.036302714773089e-4	0.0016127422700871075	0.0010674290916164292	2.2273327724442216e-4	0.0011764135520483945	0.004749057042591747	8.48655874690195e-4	2.5993166225848316e-4	0.005715159969867202	0.005050192465102565	0.0015414558848335811	7.08283141804231e-4	0.0017196135110279706	2.760565695379487e-4	2.5975314019502767e-4	2.907339713304644e-4	7.341668195000996e-5	1.0484522592048512e-4	9.163626070400887e-5	9.549691929854015e-5	7.867226384137306e-5	2.8256640324219414e-5	1.4076509764985099e-4	7.495463284116142e-5	4.339378580403918e-4	1.7070143275147096e-4	7.068280174478463e-4	1.1203450552232786e-4	5.191194142366404e-4	0.0012111210539556103	7.099420085511621e-4	7.876269488951633e-5	0.0024163199062241553	0.0033386155587149923	0.002554393183973966	0.002899667653173304	0.001928714444061993	1.3880985523841624e-4	2.605566698334485e-4	1.5233661424625974e-4	1.403130773003193e-4	9.439678333587015e-4	5.00106813121156e-4	5.696038870235734e-4	6.899674970165507e-4	2.9084952356957887e-5	9.09419394487159e-5	3.1876189495776924e-5	6.43407154415104e-5	0.044447879513424764	0.016124872031429243	0.002220862841979995	0.017960485493092322	0.25301212952404684	0.05677124640342544	0.008643720037433267	0.30064207845347257	0.14684891746342477	0.022836878931321632	0.010808143176374366	0.04996020008567131	3.755352527814329e-4	6.969776681815701e-4	2.3311373304358532e-4	1.8892822925530738e-4	7.198031070284362e-4	1.8387223867393212e-4	6.605523967220595e-5	2.355288868083089e-4	5.002522521546441e-4	2.1852518654601948e-4	3.217944779710655e-5	6.175355884080732e-4
