time	signature_1	signature_2	signature_3	signature_4	signature_6	signature_7	signature_8	signature_9	signature_10	signature_11	signature_13	signature_14	signature_15	signature_16	signature_18	signature_19	signature_21	signature_23	signature_24	signature_28	signature_29	signature_30	CA_A.A	CA_A.C	CA_A.G	CA_A.T	CG_A.A	CG_A.C	CG_A.G	CG_A.T	CT_A.A	CT_A.C	CT_A.G	CT_A.T	TA_A.A	TA_A.C	TA_A.G	TA_A.T	TC_A.A	TC_A.C	TC_A.G	TC_A.T	TG_A.A	TG_A.C	TG_A.G	TG_A.T	CA_C.A	CA_C.C	CA_C.G	CA_C.T	CG_C.A	CG_C.C	CG_C.G	CG_C.T	CT_C.A	CT_C.C	CT_C.G	CT_C.T	TA_C.A	TA_C.C	TA_C.G	TA_C.T	TC_C.A	TC_C.C	TC_C.G	TC_C.T	TG_C.A	TG_C.C	TG_C.G	TG_C.T	CA_G.A	CA_G.C	CA_G.G	CA_G.T	CG_G.A	CG_G.C	CG_G.G	CG_G.T	CT_G.A	CT_G.C	CT_G.G	CT_G.T	TA_G.A	TA_G.C	TA_G.G	TA_G.T	TC_G.A	TC_G.C	TC_G.G	TC_G.T	TG_G.A	TG_G.C	TG_G.G	TG_G.T	CA_T.A	CA_T.C	CA_T.G	CA_T.T	CG_T.A	CG_T.C	CG_T.G	CG_T.T	CT_T.A	CT_T.C	CT_T.G	CT_T.T	TA_T.A	TA_T.C	TA_T.G	TA_T.T	TC_T.A	TC_T.C	TC_T.G	TC_T.T	TG_T.A	TG_T.C	TG_T.G	TG_T.T
11	9.962400042603141e-6	0.9693694247580342	0	0	0	0.00402491636680119	0	0	2.6877552395890444e-5	8.461727013692304e-5	0.02625877929903966	0	0	0	7.676793435737065e-6	5.259543576284468e-6	0	0	3.7435001492591563e-6	0	0	2.087425163881475e-4	6.728945376696283e-4	6.195923197427266e-4	9.777003999954596e-5	3.384189958271543e-4	3.5471936039136717e-4	2.858995083249391e-4	2.1407306332915391e-4	6.94231045473222e-4	0.007268445665669771	0.002744181658332881	0.003236240884639212	0.0032523759067120076	3.8480673409173406e-5	1.4151236333289483e-4	5.24465776072642e-4	1.8627936323475268e-4	0.0012804119611854736	4.189602321741341e-4	5.702286634073693e-4	0.0014544094710086275	4.396167455767195e-5	2.7688598875997817e-5	2.710491246790808e-4	2.1848839711602024e-4	7.076157810365082e-4	2.4060109573345335e-4	1.3784482614181402e-5	4.428490051637795e-4	1.6744689170026684e-4	2.9677114121399794e-4	2.9281492382000803e-5	4.72136876094803e-4	0.014976390663156739	0.0038677311557065047	0.004920130299270701	0.009030436626309101	1.5854201753856596e-4	4.628663483445812e-4	2.355824414066136e-4	5.646700499134685e-4	5.351300807309768e-4	3.8488648446934585e-4	3.565451532326899e-4	5.620923249418478e-4	1.1172336435892972e-4	2.9874409770487608e-5	2.2788114030808268e-4	8.500451524754313e-5	3.491186844519374e-4	1.5262922833443024e-4	1.7595994071315657e-4	1.367589341100145e-4	8.048131541950871e-5	3.78603754646999e-5	4.192177636521421e-5	3.3062570148690705e-4	0.006285007245528385	0.0021048763473354368	3.847998833795736e-4	0.0032844122625121375	1.159434766073971e-4	2.9226236314789506e-4	9.356359629131713e-5	2.1782477107631422e-4	3.34125752315332e-5	1.9659435136608458e-4	2.0308746211173384e-5	6.137376214050447e-4	9.379997281753114e-5	4.846448262655397e-5	1.1460554644360922e-4	9.01593734505676e-5	0.015934735192775416	0.0067966895515880026	0.0016673750140724017	0.012519046727332148	0.04346062823286349	0.0017006015176029236	0.0018275470619325683	0.07350567259607517	0.41057237112092265	0.08105149249837519	0.04682850175705134	0.2227680891054376	9.463214240820916e-5	3.243161107818528e-5	7.588367531132358e-5	2.9243721666926873e-4	1.2886972633924354e-4	4.6903558487687303e-4	1.9670479498491293e-4	5.821823313364605e-4	8.586453598907862e-5	2.524676464467464e-5	2.0617014078132357e-4	4.7909397117552294e-5
12	1.0311264021462506e-6	0.8824212468919328	6.823086403378135e-7	0	0	0.0037829975107810552	0	0	1.4062815776050857e-5	6.910523468605268e-5	0.11357537125673779	0	0	0	0	1.326264961051316e-6	0	0	1.4220689886215075e-6	0	0	1.3275452109414967e-4	6.42074780495735e-4	6.220286793581408e-4	9.223631451961538e-5	3.836868905121982e-4	6.613654583131908e-4	3.427689668982256e-4	1.9635981802612954e-4	9.780860732573776e-4	0.00674498055362085	0.002499796196998723	0.0029714361454210563	0.0029591235084302342	1.4617658441678312e-4	2.2371197466569375e-4	4.8626678438767586e-4	2.564902254927632e-4	0.001214674741874163	3.9380118248230676e-4	5.43498929433174e-4	0.001347855404057658	7.432689045503984e-5	3.50752092922434e-5	2.4966907755016686e-4	2.1543231925327024e-4	7.967723291540587e-4	3.227070132454219e-4	3.412153853465569e-5	5.154173234393819e-4	6.306886458485641e-4	3.5194248441078167e-4	5.209142802628278e-5	0.001002150168021916	0.013964487659628001	0.003617530606958224	0.004490700423185209	0.008281466532257	1.6955729407056442e-4	4.4100278440356073e-4	2.3972187562793206e-4	5.142524003702965e-4	4.910219287274043e-4	3.5423290778517023e-4	3.294514268591029e-4	5.121751281235017e-4	1.0276664281959897e-4	4.0129626581887336e-5	2.11154916711142e-4	1.1835245054003308e-4	3.2808307130971536e-4	2.056391196504959e-4	1.686449387749025e-4	1.7270299604431856e-4	1.9382512072398756e-4	1.0482923943881189e-4	4.539199491596253e-5	5.412869618973988e-4	0.005981005058940822	0.002139887981375192	6.354413645625826e-4	0.003140919438232027	1.1766955556888974e-4	2.885070727238334e-4	9.869797614989908e-5	2.0898742240494666e-4	1.2478092908792208e-4	2.2590293303938774e-4	7.440467551831522e-5	6.194994823043442e-4	8.685131766423151e-5	5.2361882072147666e-5	1.0518143825820892e-4	8.661434276412078e-5	0.01882368344380739	0.00774062475163237	0.001723190592791842	0.013063059958135514	0.06469158217193066	0.007276813077656175	0.0025179676941642455	0.09652447909212909	0.38396309716063176	0.07515622909364708	0.043183301568195824	0.20531623215474462	1.2189637807523534e-4	9.847078029391189e-5	9.091633103786622e-5	2.810738155268746e-4	1.8777747501925475e-4	4.383848305431596e-4	1.8213048472840872e-4	5.461900094863735e-4	1.2660931021941496e-4	4.3826778711268736e-5	1.8732065613740902e-4	1.0320782837776318e-4
13	1.3632722451575646e-6	0.623831106562202	1.574021921505043e-6	0	0	0.0015520170380990132	0	0	2.4156234279701506e-6	6.573134536417026e-5	0.37446912699964846	0	0	1.7643615639318478e-6	0	3.703188322055455e-6	0	0	0	0	0	7.11975872057539e-5	5.520045643751584e-4	6.300792820833332e-4	7.636919584984125e-5	5.198341687429292e-4	0.0015781679278283763	5.132256791137021e-4	1.445655911469915e-4	0.001827127013138636	0.005202845920018173	0.0017577291468193496	0.0021934715323134223	0.0020877957724567127	4.679208064363996e-4	4.69036438992626e-4	3.7281964288332403e-4	4.631058989981035e-4	0.001019966058043135	3.2093635492533426e-4	4.654747710986493e-4	0.0010304419862456158	1.6605290382746754e-4	5.777991818468778e-5	1.8595615149207876e-4	2.0863531127301342e-4	0.0010650110061905416	5.685631314802054e-4	9.589980664940822e-5	7.32573963246163e-4	0.002014804106050469	5.167554240248434e-4	1.200801440693167e-4	0.0025859314104275757	0.010859686331386974	0.002741167796313156	0.0031892643627037883	0.005947090485246088	2.0367035256325038e-4	3.755026900608592e-4	2.5295713009774545e-4	3.618073097770199e-4	3.5863528662441745e-4	2.6232912307916513e-4	2.4779890596430886e-4	3.573350501147957e-4	7.6973044795418185e-05	7.07748660914928e-5	1.6164635179672857e-4	2.183424021710986e-4	2.70248727891194e-4	3.668647920904417e-4	1.476460180748351e-4	2.838580374698077e-4	5.338453477108033e-4	3.0557028123433667e-4	5.6111619534371265e-5	0.0011711135517491788	0.005090923950669775	0.0022297563905082775	0.0013916419349226871	0.002699522867115316	1.237075751864537e-4	2.782860611043733e-4	1.1417862565550129e-4	1.8261579017848174e-4	3.980971286517577e-4	3.153067870920553e-4	2.374887557004693e-4	6.276018384715356e-4	6.67702080732896e-5	6.443795284567814e-5	7.552586493896605e-5	7.590407446824826e-5	0.027475434744248798	0.010567939623871828	0.0018925275015660447	0.01471311426059068	0.1281723177043937	0.023936852407832807	0.0045827695379362715	0.16538227335396122	0.3047975995518061	0.05722851425175185	0.03221061160078855	0.15333310240631448	2.0355113374459773e-4	2.948588056692638e-4	1.3522130313941988e-4	2.4031267576651573e-4	3.6087142869573903e-4	3.46801096188154e-4	1.375115327998258e-4	4.362922834413408e-4	2.5009244938558163e-4	9.895212932440002e-5	1.3127061255764714e-4	2.6824090255630557e-4
14	8.575558136992905e-8	0.8705734989607283	0	0	0	9.229796619276929e-4	0	0	1.1757714118786336e-7	6.799782367810551e-6	0.12846927978743802	0	0	4.779232493466991e-8	0	2.64428401018728e-7	0	9.216450849016302e-8	0	0	0	2.6834089581088252e-5	6.377289311589668e-4	6.22792659702757e-4	9.138322773380228e-5	3.911153852162339e-4	7.143791174732731e-4	3.5323884664289394e-4	1.9354394091264583e-4	0.0010279709541926182	0.006670491158709787	0.002399064045614595	0.002933507599548661	0.0029009916443451505	1.6101060906913937e-4	2.3545438879969368e-4	4.781434406478477e-4	2.581454071820977e-4	0.0012058633447583412	3.8952959119900577e-4	5.377581716579035e-4	0.0013309420156655003	7.91124561045981e-5	3.613385208988091e-5	2.4368800383143537e-4	2.145076549311156e-4	8.105766300732208e-4	3.355247183429598e-4	3.7330346016104546e-5	5.251194032332815e-4	7.094806555917699e-4	3.6102512281963056e-4	5.4001906562922625e-5	0.001092610280045867	0.013615835050847286	0.0032864770895045803	0.004371195574229713	0.007950183382083956	1.7137075458217271e-4	4.340037322050462e-4	2.383264140705067e-4	5.022484484555228e-4	4.822909626695938e-4	3.478625852111428e-4	3.2306772874879147e-4	4.925659261875176e-4	1.0112135822428365e-4	3.910182494188506e-5	2.0565019500769363e-4	1.1945371199212381e-4	3.2394491092387415e-4	2.1374654688913292e-4	1.6780909395178374e-4	1.780533027067772e-4	2.1259288125300075e-4	1.1452617844687947e-4	4.5952537825503666e-5	5.780013382020067e-4	0.00594211348589032	0.002082036289815383	6.762688410316428e-4	0.003075716040385611	1.179378213922565e-4	2.8840626891949356e-4	9.765262456797105e-5	2.046970182155695e-4	1.3968092376619222e-4	2.3034303815958293e-4	8.188325261518097e-5	5.983060883019252e-4	8.564787348152081e-5	5.296521361012108e-5	9.872451739088488e-5	8.3171265838813e-5	0.019358331664077348	0.00791519808099219	0.0017368978230521675	0.013185634104573638	0.06842353798711884	0.008225128806724028	0.002639536635937071	0.10064835351753902	0.38032850304392485	0.0735632982503861	0.04241991672046011	0.20277332056408698	1.2324048970191952e-4	1.0489620347091485e-4	9.050694587880527e-5	2.6577646269784327e-4	1.9159453811720456e-4	4.284678589074191e-4	1.7418676402165343e-4	5.348814088453829e-4	1.3290542661732223e-4	4.370904882016815e-5	1.8108295437790632e-4	1.0799709290126946e-4
15	1.2022964100115411e-5	0.8845485315546185	0	0	1.4236188855063493e-6	0.0019313500820271954	0	0	6.502554418271274e-6	3.360177957876204e-5	0.11328254430119662	1.180968858152976e-6	0	0	0	2.7453170824736847e-6	0	0	0	0	0	1.8009685923440992e-4	6.42759865635237e-4	6.222659164651883e-4	9.251501673738554e-5	3.8338126459607234e-4	6.60788419021475e-4	3.4307298264674857e-4	1.9705147028844687e-4	9.78060735935199e-4	0.006763075108318148	0.0024679915992578167	0.002980962964751078	0.0029571876594444374	1.4435174694904317e-4	2.223668686278858e-4	4.86014383251438e-4	2.5056397749765273e-4	0.0012164878889230728	3.9488266027970693e-4	5.438793459791125e-4	0.0013489740907151847	7.45548357927075e-5	3.5202647342926834e-5	2.4886801276221464e-4	2.1622874272155147e-4	7.954486064974696e-4	3.21734829301071e-4	3.4123905206689396e-5	5.136408988670805e-4	6.289844814856073e-4	3.515020148783231e-4	5.1064749536293645e-5	0.0010003692307168305	0.01385822692890796	0.0034362101195519884	0.004464239228869956	0.008153492042412004	1.7005008229433624e-4	4.3963764624360967e-4	2.392024825464135e-4	5.121367713063766e-4	4.903700407193482e-4	3.5360838807535277e-4	3.2845647005152876e-4	5.050674030745848e-4	1.0320864281979661e-4	3.894459875491046e-5	2.1026258635320052e-4	1.1625897318981636e-4	3.2864826552310184e-4	2.0583369295622776e-4	1.689808511565176e-4	1.7299493385484802e-4	1.9386915622785018e-4	1.0420255527950691e-4	4.551992665758116e-5	5.410661407787526e-4	0.005995556133101927	0.00210383256399264	6.36463697753262e-4	0.0031169186515877974	1.1804517300429294e-4	2.892073615518298e-4	9.796460279126365e-5	2.0788360379841458e-4	1.2417725855776133e-4	2.262280451211658e-4	7.401472583696415e-5	6.058953544659905e-4	8.720110930413277e-5	5.251003702079148e-5	1.0238707351809745e-4	8.537467177034386e-5	0.018839685338415364	0.007745631838313528	0.001725734695828716	0.013079412984155547	0.06468836780653359	0.0072562563852930214	0.002518161677282086	0.0965687462754556	0.3846036191985849	0.07479036943408755	0.04309906634034734	0.20563685017355718	1.2051352451148106e-4	9.579306059881385e-5	8.93058299231838e-5	2.723546672166701e-4	1.8357418695304502e-4	4.3639830398576576e-4	1.793345240882581e-4	5.429195073889247e-4	1.2699135030260972e-4	4.208897473206113e-5	1.8628849043409937e-4	1.000305163766722e-4
16	4.2024316432448055e-6	0.8825129123543038	0	0	0	0.0019739824247620255	0	0	6.968685851024801e-6	1.511872903336756e-4	0.11524065899698532	0	0	1.4614669703526888e-6	0	4.341320766994905e-6	0	1.2022649416487894e-6	0	0	0	1.030827634418113e-4	6.420183398070891e-4	6.22361246207683e-4	9.222730187806528e-5	3.8436291542069976e-4	6.677270392694339e-4	3.4434678176271916e-4	1.962682994059139e-4	9.844830705676051e-4	0.00674822481735988	0.0024720646692415337	0.0029726461663076575	0.002956370456860004	1.462507353031506e-4	2.2396532747397617e-4	4.8474064134524796e-4	2.515722868284396e-4	0.0012150102839798252	3.9378053707243507e-4	5.426414226529607e-4	0.0013465724427279432	7.483075582937856e-5	3.517200694997397e-5	2.479456923071248e-4	2.154124489887262e-4	7.975217870833611e-4	3.23732808491652e-4	3.451718917602493e-5	5.152243273954695e-4	6.393724676100239e-4	3.527663575874174e-4	5.145482585222235e-5	0.0010122697852879131	0.013836297309473685	0.0034484245480230716	0.004454650437234276	0.008147013105848526	1.6993778107448848e-4	4.3879926758232763e-4	2.3876906930340273e-4	5.110894026235462e-4	4.893853406079964e-4	3.5296306801738423e-4	3.2782025099259193e-4	5.042122279126677e-4	1.0264932583307085e-4	3.8762776439081424e-5	2.0948092802556442e-4	1.1648477932989529e-4	3.2751868911770745e-4	2.0639399210624557e-4	1.6873544290277914e-4	1.7316067498875668e-4	1.958548063553449e-4	1.0523240384342284e-4	4.547608854221852e-5	5.457623986874617e-4	0.005987407066700854	0.002113162254100396	6.409356876529325e-4	0.003118966535458129	1.1783177124217406e-4	2.8887686974079135e-4	9.777062819942302e-5	2.072395052742661e-4	1.2627636376345256e-4	2.2651819349737352e-4	7.48464051054533e-5	6.059498328517572e-4	8.679203624004328e-5	5.245275949355434e-5	1.0211305092601052e-4	8.490651381183848e-5	0.018903301842525953	0.0077665725174811285	0.001726735472096148	0.013090765639445423	0.06516130374757646	0.007381478417169129	0.0025334048881377287	0.09707936467105674	0.38397376884429807	0.07467691557728548	0.043017339575881886	0.20523774304156675	1.2060035071678343e-4	9.686062641900546e-5	8.942195758216566e-5	2.7240641473746393e-4	1.849955194244425e-4	4.351644281940145e-4	1.786697124048231e-4	5.422209631333784e-4	1.2725409899237168e-4	4.22327065828162e-5	1.8530294810335503e-4	1.0140121182039343e-4
17	0	0.9451536365044433	0	0	0	0.010952293364709799	0	0	1.2760663474699073e-5	2.213972651955469e-4	0.04328212609681876	0	0	0	1.4737064454185511e-6	4.468515762413354e-6	0	1.6045609119492885e-6	2.3759391425864554e-6	0	0	3.6786338309547533e-4	6.64378373007746e-4	6.19038242105157e-4	9.626663430650266e-5	3.4743501357508924e-4	4.1264525333713085e-4	2.950225715053213e-4	2.0984758540502693e-4	7.459045039715108e-4	0.007126567306361164	0.002838915505975905	0.0031641578358926627	0.003213640503831527	6.774660655580047e-5	1.6293375713187093e-4	5.206176000082509e-4	2.248659813967466e-4	0.0012615289455974144	4.132729222818921e-4	5.672723184107925e-4	0.0014303820019449399	5.054546847789002e-5	2.9307382100263718e-5	2.7223850550131036e-4	2.1778211589276787e-4	7.279753369712893e-4	2.5927856767337184e-4	1.811666763704989e-5	4.6279357640869586e-4	2.5822978911426776e-4	3.0827466233856657e-4	3.841963638570409e-5	5.752673485026278e-4	0.015212153837581219	0.004528156153451871	0.004949238476619048	0.009386336628405113	1.605320017309178e-4	4.662989194116774e-4	2.410696290613258e-4	5.632263947939004e-4	5.295044844322934e-4	3.8160999583719367e-4	3.555336000661457e-4	5.79709366962471e-4	1.099261468562098e-4	3.830042330049162e-5	2.3059355146397786e-4	1.0155411943726773e-4	3.4540796352227054e-4	1.6420484628367377e-4	1.7329805778502138e-4	1.445499965842362e-4	1.035209929858435e-4	5.474063249587386e-5	4.256875705730144e-5	3.6972290499803e-4	0.0061912580782507555	0.002265752025645028	4.3564204909017884e-4	0.0033554072703586043	1.1611957665701362e-4	2.900014983812872e-4	9.901509138858084e-5	2.2259492865997108e-4	5.2555535617820645e-5	2.0283243455734e-4	3.4446012530453754e-5	6.686868891018919e-4	9.230806945058939e-5	4.9181485721697295e-5	1.2447741898072894e-4	9.603556557097686e-5	0.016394300587057573	0.0069470981470814985	0.001667785830294729	0.012539901260694153	0.047330679371033406	0.0027946702910310933	0.001952809539667503	0.07751255371145326	0.4031911381651103	0.08135776520319267	0.04646363716730833	0.21831384675557405	1.0764299358054418e-4	5.681632907697419e-5	8.590889006717713e-5	3.231181775738525e-4	1.5557786392863184e-4	4.737289747074068e-4	2.067070069687742e-4	5.875473247813014e-4	9.472215548189216e-5	3.635917910211943e-5	2.093998350860271e-4	6.75449047282839e-5
18	2.178306427135194e-6	0.7741933212123108	6.205302905429751e-7	0	0	0.003639653997113066	0	0	2.85843948128867e-5	5.83360541716338e-5	0.22191399947151003	0	0	0	0	2.493361438350038e-6	0	6.735354934399059e-7	0	0	0	1.6013913643219966e-4	6.043879122502335e-4	6.2522878069479e-4	8.565536054173508e-5	4.4041252352233784e-4	0.0010418357010363402	4.133163945197129e-4	1.7491984259122514e-4	0.0013302010307369061	0.006101560881155098	0.0022067396815487	0.0026470862390919245	0.002598526784136755	2.8095980241548096e-4	3.263117848251587e-4	4.397426480505322e-4	3.4541833426901135e-4	0.001133118680947784	3.6380215105140916e-4	5.116621935742241e-4	0.001215686399299148	1.1266674381670278e-4	4.468705348893733e-5	2.240390642757428e-4	2.1319004649588083e-4	9.085172898545267e-4	4.2506028161023936e-4	5.9874022403449365e-5	6.06536407263656e-4	0.0012054907072897314	4.204359497488294e-4	8.093844334071228e-5	0.0016597757360444145	0.012724982405581864	0.003331646430952811	0.003963450028247113	0.007367474696960154	1.83862628382598e-4	4.148438154688783e-4	2.45990630789379e-4	4.5187140224684603e-4	4.3636631894415856e-4	3.163790257988634e-4	2.960398485999123e-4	4.509380195025791e-4	9.224603709694047e-5	5.380685114046985e-5	1.915519805118561e-4	1.6164749932142688e-4	3.044484912278935e-4	2.7298649395701485e-4	1.597837346317248e-4	2.1938658076756172e-4	3.353638944952053e-4	1.8882890845120165e-4	4.988695555332446e-5	8.025976515406054e-4	0.0056083447373961	0.00219405380274328	9.50739472246672e-4	0.0029683544126672783	1.2026993165084495e-4	2.8418161724415444e-4	1.0577725416731991e-4	1.9897917326592898e-4	2.3854169690406366e-4	2.634715637531673e-4	1.4285719730183948e-4	6.293801278577619e-4	7.860179701028008e-5	5.746952243407061e-5	9.428208297502358e-5	8.314767033977878e-5	0.02240508292838325	0.008910853715839554	0.0017924009298329448	0.013744732002172725	0.09102120096226861	0.014195792872168274	0.0033743556111572185	0.1250622799412481	0.3508320463265732	0.06787204121119221	0.03866904759591985	0.18360468643575645	1.569195541587427e-4	1.8153851714955427e-4	1.1021927564560612e-4	2.6786890388816526e-4	2.6141320840865714e-4	4.0201454587484935e-4	1.6535863379808736e-4	5.021144804782723e-4	1.783759564503293e-4	6.789028985994681e-5	1.6512382997987867e-4	1.7402500590520145e-4
19	9.28873888003927e-6	0.7242246089019815	0	0	0	0.002089873139797673	0	0	3.5186609142010244e-6	4.8042774129614075e-5	0.273492891242412	6.02312831678764e-7	0	0	0	2.6771409667301487e-6	0	6.321625007059429e-7	0	0	0	1.2786492558581727e-4	5.869679121944437e-4	6.270014715486409e-4	8.260062324839354e-5	4.670986395419452e-4	0.0012233680348870506	4.473272067141302e-4	1.648363137620361e-4	0.0014986373763444711	0.005803948352051508	0.0020392170074067036	0.00249746487850379	0.002424257648250153	3.433249164385246e-4	3.739827989044146e-4	4.168040156772117e-4	3.8238861619983513e-4	0.001095560498362931	3.495009549024078e-4	4.959252949991008e-4	0.0011533717240604848	1.3074028823283347e-4	4.907554116949568e-5	2.1060002023968715e-4	2.116111614286391e-4	9.6096678375462e-4	4.732576227881758e-4	7.203469018651067e-5	6.482447326747296e-4	0.0014790505414808285	4.5289323570806467e-4	9.366322925314633e-5	0.001972907590093362	0.012043304371960791	0.0030481040302402372	0.003688798575012458	0.006827444210827823	1.9067462577556797e-4	4.007287967511585e-4	2.4791672684153877e-4	4.2037698836463127e-4	4.0972056458451697e-4	2.9774973240451197e-4	2.792071843871381e-4	4.1595949053508497e-4	8.713547877753677e-5	5.885018925446431e-5	1.8078724670046162e-4	1.7945483608496112e-4	2.9293721721419943e-4	3.047225177565983e-4	1.558320196407044e-4	2.4109868235604398e-4	4.0248420998633425e-4	2.2796047268338002e-4	5.202180206671019e-5	9.274077307353055e-4	0.005438712465073151	0.0021888031915662924	0.001100133728662487	0.002865902654505879	1.2151856192387025e-4	2.8242873489551823e-4	1.0817014792836203e-4	1.9277313017365894e-4	2.922769523504241e-4	2.809224775418627e-4	1.7449592431879074e-4	6.222627542500009e-4	7.467422051355194e-5	5.982631401679034e-5	8.655926284983743e-5	7.995152695677704e-5	0.024131120749816153	0.009474969547955745	0.0018274815051264152	0.014076924766416168	0.10361417396847485	0.017488396380081685	0.0037840710279212326	0.13875195037554536	0.3355306406066037	0.0640985836949857	0.03644014124743049	0.17349543254452005	1.719198424615411e-4	2.1856395294191178e-4	1.1787532996770173e-4	2.545263617180805e-4	2.9317256413911006e-4	3.8206499331705046e-4	1.5442623189958944e-4	4.7820245184216964e-4	2.02585893017077e-4	7.74021273299464e-5	1.5295743560479844e-4	2.03696927784623e-4
20	7.350114944439412e-6	0.30694732703765876	4.460353832419174e-6	0	0	0.003743372197733471	0	0	5.848257162053204e-5	1.883336182480413e-4	0.6888899006338561	0	0	0	5.847673639128118e-6	7.783291616052839e-6	0	0	0	0	0	1.4714250685099803e-4	4.423015361258553e-4	6.393281182188279e-4	5.709561545960574e-5	6.85034655947794e-4	0.002681883435586205	7.17358241079663e-4	8.174802117998065e-5	0.0028478478885655785	0.0033181578658815778	9.676912735854661e-4	0.0012448947487739646	0.0010531012007630213	8.617457672305515e-4	7.686025442461206e-4	2.3881538329787737e-4	7.299864215260956e-4	7.81078618333321e-4	2.3325013299615435e-4	3.7346883452577396e-4	6.457480205039897e-4	2.772158145164407e-4	8.566848018671197e-5	1.132106488085789e-4	2.017028362149785e-4	0.0013915470455171557	8.671765143754745e-4	1.709739833912049e-4	0.0010000465289822155	0.0036832862293687276	7.159562767911365e-4	2.0546700295346755e-4	0.004494575508906072	0.007421764039388002	0.0021871858842057307	0.001701969024836523	0.003487395973780361	2.4483216031235205e-4	3.0213990125909013e-4	2.7247951668078854e-4	1.8400297072770062e-4	2.011442106436704e-4	1.536160058516309e-4	1.524956189140433e-4	1.8997619023271333e-4	4.614445989208939e-5	1.1254275431262145e-4	1.0671741534775168e-4	3.475820472320493e-4	2.0252283392660893e-4	5.629411009845655e-4	1.216758970636005e-4	4.2012048275924714e-4	9.445286771447705e-4	5.50440265486638e-4	6.906964447782815e-5	0.0019288214303157065	0.003995566976160476	0.002451062762089385	0.0023084770089544316	0.00223976421098121	1.3099926439287592e-4	2.6499038068312597e-4	1.361150080819196e-4	1.556259366309293e-4	7.290385067269412e-4	4.245071768120031e-4	4.373179239508289e-4	6.763594393267425e-4	4.257172507860479e-5	7.916487303388863e-5	4.829812695578105e-5	6.800897904271585e-5	0.03783110151717172	0.01395229789445033	0.002089497774408264	0.01666558153959192	0.2044831790329528	0.04401999777613568	0.007064501406900384	0.2480206541065651	0.20779332435809195	0.036637362701555445	0.01923956042415533	0.08992026036212539	3.0764884575340193e-4	5.398934604472414e-4	1.9372453698043545e-4	2.1448394902972453e-4	5.803813159293367e-4	2.449334495640121e-4	9.345787506782495e-5	3.13249840872583e-4	4.001799001146605e-4	1.7150005046629534e-4	6.89716181679605e-5	4.783142634499755e-4
21	0	0.2951953716015177	1.2267048084415368e-6	0	0	5.661607005133708e-4	0	0	4.664387519001852e-6	4.67811975918346e-6	0.7042039331335163	0	0	4.474888764828519e-7	0	3.015515206030527e-7	0	0	3.889910477868747e-7	0	0	2.2827320921244535e-5	4.3754907455237927e-4	6.399289116254429e-4	5.622629344499504e-5	6.921374522334203e-4	0.002736308248905537	7.281343182943155e-4	7.884029548030407e-5	0.0028991263911736106	0.003240691081597377	8.462672866868756e-4	0.0012042452030714818	9.852638992368726e-4	8.765547545294375e-4	7.803886761705976e-4	2.3021717111774205e-4	7.305881394107979e-4	7.720724067493393e-4	2.2840297533603072e-4	3.671290720541908e-4	6.283400461911761e-4	2.82043817670377e-4	8.655381855447611e-5	1.0674939557240192e-4	2.0011204540864205e-4	0.0014049858030404077	8.798242712204973e-4	1.7401388949838217e-4	0.0010087704037177309	0.0037642608221239654	7.252506119942642e-4	2.0710791127082922e-4	0.004587542229539544	0.007046583800959892	0.0018045887569497715	0.0015731424916744982	0.0031206060752027656	2.4658418916989437e-4	2.9448903788022033e-4	2.707009079545924e-4	1.7131868032751197e-4	1.9205309788396425e-4	1.4680599060986648e-4	1.4568055716077292e-4	1.6870298185089533e-4	4.433639924688837e-5	1.1109112162249008e-4	1.0047821387102271e-4	3.4741520980270197e-4	1.9736360692468286e-4	5.70989808074488e-4	1.2089871310030762e-4	4.246752594000339e-4	9.636896412160184e-4	5.60163688315532e-4	6.964224297736912e-5	0.0019666187913456395	0.003954045349910685	0.0023739256452191947	0.0023472660325482655	0.0021624752262927936	1.3119318255648356e-4	2.6490572327807563e-4	1.347665559402864e-4	1.5085605683028431e-4	7.438328817317904e-4	4.2836056873141745e-4	4.442616007566371e-4	6.518414625241542e-4	4.130643771615282e-5	7.968824567317425e-5	4.097006382136598e-5	6.40356741234544e-5	0.03838504533428453	0.01413314894568056	0.002104003670106011	0.016783594683782606	0.20833631398207392	0.04499460300118972	0.007190047083632425	0.2522891736099482	0.20420299389520052	0.034944842975137586	0.018441453043520212	0.08737002603431733	3.0857240336015014e-4	5.459525252400657e-4	1.9299427529102106e-4	1.9735534046260206e-4	5.83566871729611e-4	2.3378522229642985e-4	8.438405053799836e-5	3.007638296129722e-4	4.063130895675076e-4	1.706672241703381e-4	6.211225510341824e-5	4.803099636288546e-4
