time	signature_1	signature_2	signature_7	signature_10	signature_11	signature_13	signature_18	signature_19	signature_23	signature_24	signature_30	CA_A.A	CA_A.C	CA_A.G	CA_A.T	CG_A.A	CG_A.C	CG_A.G	CG_A.T	CT_A.A	CT_A.C	CT_A.G	CT_A.T	TA_A.A	TA_A.C	TA_A.G	TA_A.T	TC_A.A	TC_A.C	TC_A.G	TC_A.T	TG_A.A	TG_A.C	TG_A.G	TG_A.T	CA_C.A	CA_C.C	CA_C.G	CA_C.T	CG_C.A	CG_C.C	CG_C.G	CG_C.T	CT_C.A	CT_C.C	CT_C.G	CT_C.T	TA_C.A	TA_C.C	TA_C.G	TA_C.T	TC_C.A	TC_C.C	TC_C.G	TC_C.T	TG_C.A	TG_C.C	TG_C.G	TG_C.T	CA_G.A	CA_G.C	CA_G.G	CA_G.T	CG_G.A	CG_G.C	CG_G.G	CG_G.T	CT_G.A	CT_G.C	CT_G.G	CT_G.T	TA_G.A	TA_G.C	TA_G.G	TA_G.T	TC_G.A	TC_G.C	TC_G.G	TC_G.T	TG_G.A	TG_G.C	TG_G.G	TG_G.T	CA_T.A	CA_T.C	CA_T.G	CA_T.T	CG_T.A	CG_T.C	CG_T.G	CG_T.T	CT_T.A	CT_T.C	CT_T.G	CT_T.T	TA_T.A	TA_T.C	TA_T.G	TA_T.T	TC_T.A	TC_T.C	TC_T.G	TC_T.T	TG_T.A	TG_T.C	TG_T.G	TG_T.T
1	8.5728846560504975e-06	0.7835380803191201	0.004613810669738101	5.3743430814571765e-5	1.733755375849616e-4	0.21134441392818437	5.438055120333423e-6	1.018367710567495e-5	3.970170694365103e-6	0	2.484113269815727e-4	6.080755046378868e-4	6.24949618551336e-4	8.638562080285013e-5	4.353268226310778e-4	0.0010045385179926532	4.0618470861700896e-4	1.7719850179210195e-4	0.0012953926675749895	0.006164225692730206	0.00226902974858551	0.002679287734233493	0.002643622933054211	2.6952773519191525e-4	3.1734619174275143e-4	4.4525111027341e-4	3.409275091402589e-4	0.0011403381344062581	3.6749501454754363e-4	5.159083803669034e-4	0.001228175292218315	1.0939030620242712e-4	4.406641809722362e-5	2.277194333106165e-4	2.1440745963126348e-4	8.987003444984874e-4	4.158810476106852e-4	5.78012006342415e-5	5.992913402128419e-4	0.0011494756210736789	4.138575887341072e-4	7.909487907721811e-5	0.0015955778900562832	0.012910678271926828	0.0034764904240840756	0.004033162462058125	0.007535519152003329	1.8284834086167905e-4	4.1898106561280395e-4	2.466477780593653e-4	4.5909742264964044e-4	4.420943286812313e-4	3.20555732179008e-4	2.9995819953575144e-4	4.607923903756742e-4	9.361428825563175e-5	5.384862757553927e-5	1.949890371518598e-4	1.6004898918860414e-4	3.082689848178719e-4	2.6750095272305864e-4	1.605653283682989e-4	2.162859534101435e-4	3.2218818226393387e-4	1.8163988274850172e-4	4.9543317500692244e-5	7.767903939020379e-4	0.0056449721222237405	0.0022236989736902496	9.239746201132008e-4	0.003005949465713352	1.202826631660033e-4	2.8459610281101407e-4	1.0608022069004107e-4	2.0132582949323557e-4	2.2801643208383268e-4	2.608049507130706e-4	1.3764941692938882e-4	6.370228600031057e-4	7.95911782262473e-5	5.71356332550223e-5	9.737030462732941e-5	8.487058756126138e-5	0.02203985051059991	0.008791566601757067	0.0017841846539539432	0.013673461859684134	0.0884074726489056	0.013521886466366812	0.003289342073091001	0.1221977879436491	0.35368158085634954	0.0687878249100178	0.039155391033574016	0.18554275992303806	1.5518454342002612e-4	1.7553816397867345e-4	1.0960013082799927e-4	2.7388650253150554e-4	2.5650524334050185e-4	4.0798733877010567e-4	1.6948788740285905e-4	5.083993692295338e-4	1.7418945866808346e-4	6.71597708263158e-5	1.688624231383629e-4	1.701878474978702e-4
2	1.0617836884927743e-5	0.8872361104724518	0.0043526265621305175	3.5049492162392766e-5	1.3090678434634321e-4	0.10795817799496833	0	7.880438744018043e-6	3.1552875755731893e-6	2.345543350688009e-6	2.631295873854652e-4	6.439257163286339e-4	6.218769667345474e-4	9.279786124529807e-5	3.8104371148981077e-4	6.415319835461534e-4	3.3895739921269163e-4	1.9793415962061466e-4	9.595219968514729e-4	0.006782860405377055	0.0025383945214759243	0.0029910033822768026	0.002984890554213029	1.408021557481126e-4	2.1930802838240646e-4	4.89729894503381e-4	2.5510087417239015e-4	0.0012184788097266198	3.965197550311414e-4	5.465659343066355e-4	0.0013544369929884973	7.303519911847864e-5	3.4985577006297144e-5	2.5216904631767106e-4	2.1696833790203987e-4	7.914031451177194e-4	3.1788716379268004e-4	3.319430673652016e-5	5.116678262518426e-4	6.009343950978694e-4	3.4843617729294284e-4	5.139864370419287e-5	9.679966171268178e-4	0.01407093659120156	0.0037051929481894917	0.0045302380544865566	0.008377046334798454	1.6945590572577435e-4	4.4378758537670724e-4	2.407658884671896e-4	5.181130610858808e-4	4.940796035975196e-4	3.56489467979531e-4	3.3158567069173887e-4	5.176248540209827e-4	1.0388020162108509e-4	4.0714707631157044e-5	2.1363253076966924e-4	1.184775386664299e-4	3.305599606021445e-4	2.0360141787992988e-4	1.691285790481963e-4	1.7167010649449369e-4	1.8743821990350952e-4	1.0159725369937147e-4	4.533761330665916e-5	5.275321693336243e-4	0.006003905936060509	0.0021612752059642954	6.234116198461042e-4	0.0031634615792960497	1.1797684703564265e-4	2.889647760641777e-4	9.930003809493621e-5	2.108029394408304e-4	1.1932317945406285e-4	2.2513971668377796e-4	7.237844190342948e-5	6.247754538026417e-4	8.76288604948246e-5	5.234919915752935e-5	1.071680711545422e-4	8.805547163515256e-5	0.018627550588815444	0.007676441184368007	0.001718733092095632	0.013025520501623148	0.06329690333874184	0.006918708962398494	0.0024727193262183383	0.09499209037215324	0.38542742484351133	0.07565353102459711	0.043443061014012886	0.20632031396607398	1.2168286043835574e-4	9.592793127799484e-5	9.095499139224035e-5	2.845439807524468e-4	1.853563529006702e-4	4.4243482758150285e-4	1.8500502138337125e-4	5.496825181267126e-4	1.2514862533222372e-4	4.3920525578840885e-5	1.9004555318662166e-4	1.0173745364094187e-4
