time	signature_1	signature_2	signature_3	signature_4	signature_5	signature_6	signature_7	signature_8	signature_9	signature_10	signature_11	signature_12	signature_13	signature_14	signature_15	signature_16	signature_17	signature_18	signature_19	signature_20	signature_21	signature_22	signature_23	signature_24	signature_25	signature_26	signature_27	signature_28	signature_29	signature_30	CA_A.A	CA_A.C	CA_A.G	CA_A.T	CG_A.A	CG_A.C	CG_A.G	CG_A.T	CT_A.A	CT_A.C	CT_A.G	CT_A.T	TA_A.A	TA_A.C	TA_A.G	TA_A.T	TC_A.A	TC_A.C	TC_A.G	TC_A.T	TG_A.A	TG_A.C	TG_A.G	TG_A.T	CA_C.A	CA_C.C	CA_C.G	CA_C.T	CG_C.A	CG_C.C	CG_C.G	CG_C.T	CT_C.A	CT_C.C	CT_C.G	CT_C.T	TA_C.A	TA_C.C	TA_C.G	TA_C.T	TC_C.A	TC_C.C	TC_C.G	TC_C.T	TG_C.A	TG_C.C	TG_C.G	TG_C.T	CA_G.A	CA_G.C	CA_G.G	CA_G.T	CG_G.A	CG_G.C	CG_G.G	CG_G.T	CT_G.A	CT_G.C	CT_G.G	CT_G.T	TA_G.A	TA_G.C	TA_G.G	TA_G.T	TC_G.A	TC_G.C	TC_G.G	TC_G.T	TG_G.A	TG_G.C	TG_G.G	TG_G.T	CA_T.A	CA_T.C	CA_T.G	CA_T.T	CG_T.A	CG_T.C	CG_T.G	CG_T.T	CT_T.A	CT_T.C	CT_T.G	CT_T.T	TA_T.A	TA_T.C	TA_T.G	TA_T.T	TC_T.A	TC_T.C	TC_T.G	TC_T.T	TG_T.A	TG_T.C	TG_T.G	TG_T.T
90	0	0.03806365575455511	1.306211387106744e-4	0	0	0	2.5900305098110427e-4	0	3.860823016154521e-5	5.907462117224554e-4	0	0	0.9606649557815353	0	0	6.217204368575891e-5	0	9.745312352003076e-5	0	0	0	0	0	0	3.717886169947728e-5	0	0	0	0	5.5605803428583774e-5	3.5774631578821024e-4	6.520263014298803e-4	4.142193813374993e-5	8.362338791454668e-4	0.0036410588903321734	8.971841973469427e-4	2.8664833189857598e-5	0.0037363310165036043	0.001713517616641593	1.552857943818246e-4	4.419217073555084e-4	1.353433340203397e-4	0.001198513051341206	0.001025132463147961	1.2179705126242521e-4	9.445953293715482e-4	5.876059906684681e-4	1.6273596456092485e-4	2.9775995687960786e-4	3.235688599111491e-4	3.7474522300377365e-4	1.1217961686909137e-4	4.8721395868060666e-5	2.0400109620517709e-4	0.001683773650356429	0.0011276805499230952	2.3747406923799722e-4	0.0012399045419774024	0.005127764238034037	8.898484934852561e-4	2.765807738924792e-4	0.006148335572478133	0.0041046583948714885	0.0011324075506052036	3.292978452014487e-4	9.58273436093307e-4	2.8267711935426183e-4	2.3548241333726312e-4	2.9063651428560037e-4	2.834636669831609e-5	6.531844949854048e-5	6.211172865886438e-5	7.068826981450244e-5	2.9147115710686828e-5	2.149844545480226e-5	1.460846634554406e-4	5.892052387493789e-5	4.644332150163649e-4	1.5707324063918935e-4	7.356792894787552e-4	1.0124502531174751e-4	5.495029886158564e-4	0.0013004939067752536	7.606671355525822e-4	8.049608778769523e-5	0.0025880526498234706	0.003068442444148325	0.0025108896002490784	0.0031096993021598397	0.0017629010071466757	1.395296015722109e-4	2.558100864671193e-4	1.5433804033302578e-4	1.2956019296276412e-4	0.0010195782544088797	5.24677687979216e-4	6.121851570629051e-4	6.848487782160842e-4	2.2736408945562408e-5	9.358542348220306e-5	1.9156749963788802e-5	5.953161497762822e-5	0.04687952534625581	0.016910849359546842	0.0022698863014594447	0.018572592581765426	0.2706325790369247	0.061377368109431514	0.00921629500145084	0.3197884468224102	0.12539094661027325	0.017650386024870863	0.007833767822313716	0.0357894043652146	3.947146893463612e-4	7.450709118233327e-4	2.4091139613888123e-4	1.712760097045884e-4	7.633546100164929e-4	1.5633540641875215e-4	5.0453286785071385e-5	2.058310872063736e-4	5.343984024567297e-4	2.3445088874254465e-4	1.2858141608400783e-5	6.881813489100343e-4
91	0	0.026319993123467427	9.401268194378687e-5	0	0	0	2.620438008982124e-4	0	0	0	3.527773952887688e-5	0	0.9731515150313756	0	0	2.9237047318899743e-5	2.40516042641404e-5	0	2.8078452409363652e-5	0	0	0	0	0	2.9385814691276288e-5	0	0	0	0	2.6404704102383443e-5	3.4704073412299304e-4	6.50165198829567e-4	4.0107430215839476e-5	8.347802736993131e-4	0.003683603096202442	9.045694768965921e-4	2.5750542117430197e-5	0.00377585581786132	0.001642352151465461	1.2376955953143806e-4	3.9862344376318003e-4	9.425409240624351e-5	0.0012123768678147175	0.0010361921962222652	1.1552369221962714e-4	9.524663304607803e-4	5.735637432157307e-4	1.5508337741422434e-4	2.904693532635895e-4	3.0374764772357334e-4	3.7742752103927927e-4	1.1050077864116873e-4	4.398808007851994e-5	1.9498202381333673e-4	0.001685351519503545	0.0011364340880054115	2.3822837143361823e-4	0.0012366430760525592	0.0051931710205223944	8.969307258888742e-4	2.7908286835988985e-4	0.006222584881285342	0.003971483125541032	0.001106732309483859	2.648740789051321e-4	8.615280311618231e-4	2.8349019569208267e-4	2.3154670605334468e-4	2.8921041149071436e-4	2.0112934714819678e-5	5.8054575988357206e-5	5.608554547730881e-5	6.5149565884418e-5	2.1470273581839924e-5	1.799948368915288e-5	1.4599405493114227e-4	5.3115034828258254e-5	4.6160209869078626e-4	1.3998917338696904e-4	7.394264700776471e-4	9.918406064966916e-5	5.417204338870322e-4	0.0013159854963380113	7.693912078858387e-4	8.08766226507669e-5	0.0026171023979753853	0.0030290467914672013	0.0025133983522278407	0.003129378246936836	0.0017391554636383693	1.3903444410420587e-4	2.5479022767093833e-4	1.5419628898338656e-4	1.2730748879057296e-4	0.0010277298818737281	5.221401061810776e-4	6.152253774427908e-4	6.77700245203108e-4	2.114764046737389e-5	9.288818220487893e-5	1.5812852960189398e-5	5.743013240821521e-5	0.04727315331466229	0.017039326301031808	0.002275634841567807	0.018463934620638642	0.27369328976145424	0.062173099349235664	0.009315882419970565	0.32312432923982065	0.12187592996418825	0.01686577705515037	0.007222261318597556	0.033433658486220444	3.967218782820118e-4	7.531891933897117e-4	2.4196978553157672e-4	1.6702799167636362e-4	7.684878564746006e-4	1.446341123226414e-4	4.3645590150406773e-5	1.932322390463114e-4	5.348868974062798e-4	2.3086023743390367e-4	7.99641354467816e-6	6.569451404747708e-4
92	3.508105528709738e-5	0.2029877516131898	6.926514948583268e-5	0	0	0	0.0072545933156316	0	0	0	7.492485060709083e-4	0	0.7878470337614869	0	0	3.5535152578607034e-5	0	0	1.9550112482345227e-4	0	0	0	3.063055621270294e-4	0	0	0	0	0	0	5.196847593188015e-4	4.1009850587033235e-4	6.446151781252256e-4	5.1603206680666106e-5	7.389397395695398e-4	0.0030312908840225052	7.818629491779891e-4	6.306353189716714e-5	0.003170391097362961	0.0027405287626438885	8.692877448768294e-4	9.569441619243378e-4	7.829153576552916e-4	9.923763580920986e-4	8.677816961215048e-4	2.012989076300074e-4	8.282224286152708e-4	7.086601639489026e-4	2.0989320788530622e-4	3.523400945335204e-4	5.274934340866131e-4	3.145482931227912e-4	9.517524155753382e-5	9.483459747214474e-5	2.020038754077522e-4	0.001498369400215492	9.673567222909016e-4	1.9631279807843223e-4	0.0010888001097969903	0.00420991746560582	7.803454393829913e-4	2.3587890146536855e-4	0.0050969362331035415	0.0065581802079286615	0.002455918957080338	0.0012954776892485135	0.003023552626248486	2.608840927484253e-4	2.8626565372235615e-4	2.8444120982881597e-4	1.328110930652007e-4	1.5447062909447286e-4	1.2310353296023636e-4	1.2595936985883e-4	1.5081047974994482e-4	3.754593398764344e-5	1.3082946040797466e-4	9.502255804156333e-5	3.9561652566965066e-4	1.8464779638548273e-4	6.297904361924892e-4	1.1322118147671378e-4	4.671707778839262e-4	0.0010774195663516963	6.318041929682603e-4	7.362732909706459e-5	0.0021673901562072255	0.0036797845796403415	0.0027015629170213233	0.0026163215444260863	0.0022109701404525207	1.3514773343445484e-4	2.6144068386889916e-4	1.473122959234984e-4	1.5296171964253107e-4	8.358842267144327e-4	4.6238070948633045e-4	5.06505065621118e-4	7.187021824388834e-4	3.5940636088026135e-5	8.450888607811804e-5	4.757194848617578e-5	7.049932422661821e-5	0.04102939135169073	0.014998940497187726	0.0021459905223766215	0.01721087317202825	0.22834496021959036	0.05034581446207308	0.00784054833669301	0.27375380581001746	0.17588236894257353	0.030758874185028096	0.015233170150618267	0.0693107327665606	3.473217071494314e-4	6.252497130616423e-4	2.1764600427186208e-4	2.2239394513059416e-4	6.580481078583751e-4	2.2076564303987812e-4	8.842897462061317e-5	2.80505886671982e-4	4.5097534126204895e-4	1.9888945709626148e-4	5.539461783128784e-5	5.45367646580599e-4
93	0	0.04919278351356931	4.759491517635452e-6	0	0	0	3.291669506850372e-5	0	0	4.2156179688556936e-5	5.23496652636796e-6	0	0.9507099195433018	0	0	0	0	1.377159570371194e-6	0	0	0	0	0	2.238298490993678e-6	1.2600326812950765e-6	0	0	0	0	7.354119585184331e-6	3.521367334817409e-4	6.474335312880723e-4	4.123635833900481e-5	8.214272490120853e-4	0.003602226499786226	8.888092150076266e-4	2.9758967286153714e-5	0.003700542805855198	0.0017740210202536473	1.744565489572898e-4	4.6519523257057625e-4	1.645697248430741e-4	0.0011824891287186142	0.001013426732598859	1.238607439230624e-4	9.315468305934255e-4	5.867477701917309e-4	1.5962385175070107e-4	2.940213626081725e-4	3.278141451747437e-4	3.688801155630346e-4	1.0826470652128236e-4	4.7875110210039864e-5	1.9439878519019228e-4	0.0016596709562171122	0.001112883737391078	2.3260079890531865e-4	0.0012162099809339452	0.005072244731281521	8.812179119487379e-4	2.7241719005392784e-4	0.006084017243843223	0.004209674203859239	0.0011324737228060185	3.6918050054986755e-4	0.0010257772404271717	2.788257234757878e-4	2.3435306456600204e-4	2.8439910098971205e-4	2.927605577557597e-5	6.764183607425902e-5	6.067779211442066e-5	6.956359122200818e-5	2.8629139611110768e-5	2.008381862086076e-5	1.4162120953525628e-4	5.5266458931685585e-5	4.451027954879552e-4	1.4341333163179904e-4	7.241480949765336e-4	1.009636112308911e-4	5.307030165898365e-4	0.0012852408833388762	7.507843796118897e-4	7.979358134307993e-5	0.002561337919744612	0.0031045354516920885	0.0024915976118250896	0.0030635545650513542	0.0017668858485947606	1.3692057719834563e-4	2.549368618101295e-4	1.504628664606528e-4	1.274780434117574e-4	0.00100269522270669	5.134730138503344e-4	5.994225604832459e-4	6.722546395801734e-4	2.2331412389302828e-5	9.120519173179413e-5	1.5697882328019392e-5	5.5586631668759304e-5	0.046537941079030455	0.01679753603289595	0.002261819135037417	0.018339187421964605	0.2682542950682613	0.06073749715655006	0.009138833522556108	0.31723887579610355	0.12889392552263182	0.018328720424555717	0.00816131188490142	0.038008111079987764	3.87515762196656e-4	7.342067076944968e-4	2.3651668840704186e-4	1.6641488041575027e-4	7.506933452659508e-4	1.501735477946196e-4	4.5444083670517286e-5	2.0021365858196205e-4	5.234726677866118e-4	2.24936439169709e-4	1.0876066747536706e-5	6.414868539506771e-4
94	0	0.04217724068236758	1.4929221346216665e-4	0	0	0	5.610415544854804e-4	0	0	0	1.291541850162068e-4	0	0.9565922980487747	0	0	0	0	4.03807600044013e-5	7.39174453263924e-5	0	0	0	8.326488990620899e-5	4.484374087146248e-5	0	0	0	0	0	1.4856647978534108e-4	3.5673525437210276e-4	6.516917948438709e-4	4.2335357193535465e-5	8.28680824146168e-4	0.0036271085497991008	8.947094883772041e-4	2.988301535197105e-5	0.0037233350937680527	0.0017487596757065076	1.969851384224062e-4	4.5149898149213517e-4	1.615484789998982e-4	0.0011928680685589466	0.0010213016290532813	1.2407128938244638e-4	9.409693068725723e-4	5.843773409845497e-4	1.6052465326551774e-4	2.9621722161757573e-4	3.2355880446603594e-4	3.721171675076008e-4	1.0925308229712106e-4	4.898393688439536e-5	1.9597460360372166e-4	0.0016752752386572907	0.0011244414416354098	2.3645795359532163e-4	0.0012260747386202114	0.005106524472974278	8.878678638614881e-4	2.7569858948999095e-4	0.006123762504730214	0.00419015897196463	0.0012171474744673684	3.5392174197258926e-4	0.0010471556465932905	2.817806746785913e-4	2.3665829112775403e-4	2.883324826780306e-4	2.8996380789962074e-5	6.628175933818544e-5	6.147043409309932e-5	6.944454439088528e-5	2.9326642592656407e-5	2.0222184312928473e-5	1.446479637851163e-4	5.7238931005617736e-5	4.5028985606095236e-4	1.5212041662632993e-4	7.361971608929409e-4	1.0288760113441227e-4	5.412341956441982e-4	0.0012960175838714018	7.583336363234564e-4	8.071352343234864e-5	0.002577973962909828	0.0030976900468938835	0.002542109515157927	0.0030868947211038123	0.0017890049985587386	1.3844586543737653e-4	2.559531453282223e-4	1.5312188528780917e-4	1.2986720802286877e-4	0.0010101746295452972	5.175818550976158e-4	6.0595195759459e-4	6.796566319678789e-4	2.2872564573755897e-5	9.230077907315463e-5	1.9639332390010067e-5	5.7787328588423155e-5	0.046720389255785075	0.016861786397086912	0.0022653852288736643	0.018358465313044626	0.26964445740339776	0.06111745571911566	0.009184443234467593	0.31871856635958995	0.12670234676292835	0.018034954919063515	0.007910720766472827	0.036636460165597996	3.924437035426461e-4	7.424956671673318e-4	2.404295458580926e-4	1.7089915739441103e-4	7.574703860968446e-4	1.5168607108923018e-4	4.737738668539349e-5	1.999613515071827e-4	5.282159264564146e-4	2.2812094193701504e-4	1.2847087398400926e-5	6.45425163392552e-4
95	0	0.01582183384743301	9.164329912767844e-5	0	0	0	9.262006704535454e-4	0	0	3.5940181673529076e-5	1.607040289448102e-4	0	0.9827657525451189	0	0	0	3.228940236538634e-5	0	4.5606058634850674e-5	0	0	0	4.567794909570488e-5	0	0	0	0	0	0	7.4352017152564e-5	3.4281716569686425e-4	6.500139255535678e-4	3.94338489740009e-5	8.398555105777305e-4	0.003716920230702653	9.105374675381255e-4	2.3859040598063177e-5	0.0038065130567356354	0.0015847182109541037	1.2863049507305484e-4	3.696498430294995e-4	7.295471022507227e-5	0.0012245515016116196	0.0010455427234519364	1.1158036045542901e-4	9.624694843028062e-4	5.63271408376733e-4	1.522355919514616e-4	2.8687023617931666e-4	2.900096187226036e-4	3.807534088378986e-4	1.1150912797425693e-4	4.2066181734623396e-5	1.9554288514639752e-4	0.0016949440932279819	0.0011457365129899323	2.4069882019351268e-4	0.0012455211276613052	0.005243884894833196	9.028113372978431e-4	2.82168304505076e-4	0.006280628378951121	0.003908850748154676	0.0011779171330642008	2.3139546813014269e-4	8.459304231317909e-4	2.840678493324112e-4	2.2951773825532617e-4	2.883244367077001e-4	1.4284406455355812e-5	5.28877744128399e-5	5.256438172184033e-5	6.19540330050946e-5	1.86342133765976e-5	1.7241045825889717e-5	1.4793048830626885e-4	5.195046923181531e-5	4.688058491647522e-4	1.3771459562755134e-4	7.45592451154789e-4	9.818185130576163e-5	5.462096466518283e-4	0.001328646481096062	7.772577759222993e-4	8.129531783013068e-5	0.002639895267268657	0.0029981758539198667	0.0025536856057466967	0.0031608082113092867	0.0017456650942662458	1.382535893663528e-4	2.540654186412427e-4	1.5419525132139475e-4	1.2663360419452494e-4	0.001037382301948809	5.259609949466464e-4	6.215895317418476e-4	6.84083572610254e-4	2.0305446482105515e-5	9.342451380067157e-5	1.601361104753418e-5	5.835351542683728e-5	0.04757915504681525	0.017138758138663245	0.0022805628600617916	0.018523947145965093	0.27599625996056015	0.0627876073937697	0.009390692017361597	0.3255968225710522	0.11864998100413328	0.016368529003089684	0.006855157497922591	0.03137594583762279	3.999880385847466e-4	7.616248104712562e-4	2.4406923323187652e-4	1.6867586007933853e-4	7.755541752644765e-4	1.4242862453397429e-4	4.33758794606554e-5	1.8991929027036488e-4	5.397678567788728e-4	2.3405272041619854e-4	6.63022246101369e-6	6.661493453828245e-4
96	0	0.04111233362684094	9.43555450979365e-6	0	0	0	2.989525281641661e-4	0	0	0	2.6057040942575954e-5	0	0.9585131413824992	0	0	0	6.895085240357629e-6	0	3.8529818643720995e-6	0	0	0	4.140172134053332e-6	0	0	0	4.113600855702327e-6	0	0	2.1078026948777628e-5	3.493480414354648e-4	6.476711016690907e-4	4.07104844713708e-5	8.251890709243797e-4	0.003629661839488175	8.93865901712592e-4	2.823006329040347e-5	0.00372590084680523	0.0017271278926340567	1.6136540365378768e-4	4.409925349158759e-4	1.4061181987935897e-4	0.0011931703373800476	0.0010211038066435423	1.2073617114086684e-4	9.389959318933424e-4	5.80637120759433e-4	1.5738939104399945e-4	0.00029189430992530803	3.1813932927938837e-4	3.717084002144903e-4	1.0885641399863143e-4	4.6267399499645024e-5	1.939460395708577e-4	0.0016676206503082722	0.0011203963818791009	2.3441821031447413e-4	0.0012223622838010292	0.005113739756879147	8.862261909925738e-4	2.747222903021169e-4	0.006131475442081566	0.004139037631721678	0.001143759592016446	3.3579583578523703e-4	9.82359695118336e-4	2.8125758712650955e-4	2.329550495588826e-4	2.850851327192162e-4	2.535408522861007e-5	6.39234774426481e-5	5.835026406818869e-5	6.752293811432495e-5	2.6012356530042137e-5	1.926265551468035e-5	1.42975144543433e-4	5.4114523424929245e-5	4.4973987070970334e-4	1.4158220966116106e-4	7.288839587597683e-4	1.0018373881316338e-4	5.337025375442126e-4	0.0012955702436301228	7.570438509917073e-4	8.01187952781019e-5	0.0025801694556553813	0.003077444402036259	0.0025038124029324016	0.003085635036955441	0.001759485208260555	1.3755495634989757e-4	2.546079823194644e-4	1.5120473487302698e-4	1.270884383033583e-4	0.0010107291353133236	5.15923513640651e-4	6.043982540318711e-4	6.747669795851512e-4	2.1758949906154024e-5	9.157679609477675e-5	1.548886359538276e-5	5.5977764691580134e-5	0.04679021604919492	0.016880055770159035	0.0022662608886324697	0.018371725039018284	0.27014020958485335	0.06123622483624166	0.009200168702985437	0.31927566173246297	0.12642284192238246	0.01786452117680951	0.007841206473470166	0.036403716958262944	3.9062408790907103e-4	7.406982585984907e-4	2.382189293465746e-4	1.667756039007303e-4	7.565364774474127e-4	1.4775221910194223e-4	4.459782974505457e-5	1.9721463742426113e-4	5.271069634133065e-4	2.2669309879085034e-4	9.585152205347522e-6	6.446926998046798e-4
97	0	0.030511318940908017	1.2696072731559855e-4	0	0	0	0.0017707280033506172	0	0	1.4578946744680686e-4	2.754666382236095e-4	0	0.9668956443207711	0	0	4.074056353677296e-5	0	0	3.9383103550132335e-5	0	0	0	0	3.435275787619743e-5	0	0	0	0	0	1.5961547702106744e-4	3.5024743495020995e-4	6.511065933474813e-4	4.135303800417293e-5	8.341774469884253e-4	0.003662379118923881	9.0070777364728e-4	2.736026064921794e-5	0.003755594143573081	0.0016787304300439692	1.990279504893587e-4	4.168906710667856e-4	1.3435502440261611e-4	0.0012069714953009056	0.0010318737814066041	1.1991296093624839e-4	9.537209138353755e-4	5.778487550650574e-4	1.5849399841695155e-4	2.943084803508791e-4	3.1168200001711253e-4	3.7585705214811564e-4	1.1080387373184188e-4	4.7463598611582804e-5	1.9759001500664288e-4	0.0016825743795688816	0.0011332559713479375	2.3820905597951488e-4	0.0012361663891877748	0.005160879598759173	8.939831519577347e-4	2.7908229345499267e-4	0.0061856861833673804	0.004142730240013607	0.0013134083381461143	3.233013413701382e-4	0.0010404977340815955	2.82839685552201e-4	2.354048573528455e-4	2.895608617781124e-4	2.441035852473589e-5	6.180605979936916e-5	5.869946410982016e-5	6.753967061816792e-5	2.921026372696272e-5	1.938372093252007e-5	1.472681984857295e-4	5.6699330768170836e-5	4.591021105883285e-4	0.00014436171807712412	7.41281720736272e-4	1.010934294507002e-4	5.433594514235655e-4	0.0013091814731949966	7.666817716495068e-4	8.098097475355623e-5	0.0026021454821663734	0.003051785914597325	0.0025710794368701347	0.003119403709742467	0.0017856764817868827	1.3844532258510425e-4	2.5513618511876406e-4	1.5441784109709414e-4	1.2958342288480655e-4	0.0010226146371551555	5.22723997772444e-4	6.139729574491633e-4	6.916588614027092e-4	2.1837506718366737e-5	9.304527527728694e-5	1.991718545931037e-5	5.8729965555993415e-5	0.04704382872252096	0.016966015605041115	0.0022697309707340944	0.018447326737311733	0.2720972400928813	0.061776194054554666	0.009263950242549867	0.3213411082389332	0.12312525515537837	0.017604975993693303	0.00756849105224704	0.03437830571050679	3.9685896782921124e-4	7.521922148069982e-4	2.4314098256275838e-4	1.7548865035329678e-4	7.681977832605452e-4	1.5152877273714145e-4	4.9185151278936234e-5	1.9968265656902974e-4	5.338791239032951e-4	2.329287656094949e-4	1.1956212260105131e-5	6.632673490128186e-4
98	0	0.1071413583383653	1.568091464654496e-4	0	0	0	4.6173302222093915e-4	0	0	0	9.049887509969419e-5	0	0.8917517442048046	0	0	1.0102840572916864e-4	0	5.645808724469438e-5	5.743667627534235e-5	0	0	0	0	8.015771947925856e-5	0	0	0	0	0	1.0277552431557012e-4	3.8273672240042323e-4	6.516103886590243e-4	4.72116026250726e-5	7.96847255593509e-4	0.003400432179201602	8.531629708791972e-4	4.2696619503130265e-5	0.0035136511039095377	0.00213213912641925	3.566332677422931e-4	6.448116638869524e-4	3.7189084262817675e-4	0.0011127394828636566	9.603806651701478e-4	1.526902941220544e-4	8.87760481062009e-4	6.405867690583933e-4	1.8001392066853438e-4	3.1847498056415994e-4	4.079716597694654e-4	3.495491714312556e-4	1.0397470605253148e-4	6.476868692222077e-5	1.9803471066927417e-4	0.0016134763874757106	0.0010653602090681708	2.2218558827568873e-4	0.0011735046663632243	0.004763475885473536	8.47997552177945e-4	2.5862044297771916e-4	0.0057315760806103955	0.004914364744482913	0.001346100293208849	6.64536152246183e-4	0.001564370301411746	2.73661925794226e-4	2.5333397405773254e-4	2.859073769328843e-4	6.727261505852999e-5	1.0041115950774594e-4	8.621435984823755e-5	9.127288419403846e-5	6.797067784231459e-5	2.6459704745165337e-5	1.3710103490323898e-4	6.943871659549033e-5	4.260223377204708e-4	1.7093321989071535e-4	7.005824823914435e-4	1.1031173784041924e-4	5.166213395224365e-4	0.0012116548303282464	7.085079484731092e-4	7.819984443511946e-5	0.002422189259038189	0.0033165889311157267	0.002487604404463946	0.0028968541276631035	0.0018787040107691977	1.3719047181993155e-4	2.5910956349247126e-4	1.4920731882878786e-4	1.3589971482438247e-4	9.43718742040819e-4	4.961634985459977e-4	5.6621115421043e-4	6.735910404832673e-4	2.7785228916221105e-5	8.960933473602932e-5	2.6110709912937896e-5	6.0106566555300995e-5	0.04458313468603927	0.016166520216865116	0.002225277759061009	0.01795976243366993	0.2538942168735017	0.0569773778527542	0.008672175955708973	0.30165327263988445	0.14658630009666493	0.02234490357356841	0.010604676930593675	0.04965315723943596	3.7200284504507967e-4	6.935086551244238e-4	2.2960085769602087e-4	1.787589896023884e-4	7.155499457541395e-4	1.7504936808726898e-4	5.859861780938863e-5	2.2788785084564347e-4	4.977148385693209e-4	2.1425691611876515e-4	2.6349073243524426e-5	6.05085960747511e-4
99	0	0.5824537623801516	5.144776613237988e-6	0	0	0	6.600321059417308e-4	0	0	5.405199554215534e-6	6.615332845828919e-6	0	0.4167816179174187	0	0	2.0879555123749516e-6	0	1.1523613618976055e-5	0	0	0	0	0	1.1777451702031831e-5	0	0	0	0	0	6.20332666413372e-5	5.385031635845878e-4	6.318010129820635e-4	7.41301786943068e-5	5.424541068064357e-4	0.001727184597274211	5.411665579787962e-4	1.3633987628104113e-4	0.0019652041136151563	0.004955701890383984	0.0016220909144888929	0.0020685215694318435	0.0019423981108987493	5.196346000114766e-4	5.084714394026281e-4	3.543380403109577e-4	4.948760925153918e-4	9.888934159484213e-4	3.092781537758041e-4	4.5278883406322086e-4	9.793477111422492e-4	1.809573013092797e-4	6.15323992369325e-5	1.753687143907713e-4	2.0775961264575727e-4	0.0011100290235201214	6.087656718826774e-4	1.0633515387417037e-4	7.68010383320865e-4	0.002239468760848619	5.43688122028693e-4	1.3083996528584794e-4	0.0028430642431662985	0.010322874499529233	0.002538558710931479	0.0029692401768784535	0.005526682349928788	2.0931550155455265e-4	3.6442044106646694e-4	2.550108827439788e-4	3.3655068018025936e-4	3.369569251316786e-4	2.4730866621064043e-4	2.3426405884095018e-4	3.301539075560526e-4	7.287522567227173e-5	7.540338013357933e-5	1.5331871011842763e-4	2.3402742703585938e-4	2.6304702376697816e-4	3.9451713354909175e-4	1.4501021605827587e-4	3.0335769427688785e-4	5.891239578841622e-4	3.3806815935911105e-4	5.795381811078695e-5	0.001273526086609616	0.004948850864750896	0.0022286928382720004	0.0015139990430040756	0.0026181431321078232	1.2478893396101402e-4	2.7687334794562686e-4	1.16441024524256e-4	1.7797831735809458e-4	4.423071047907718e-4	3.2992546526931153e-4	2.6376178918527805e-4	6.24955787989162e-4	6.359923069399055e-5	6.646232647317438e-5	7.00090253769179e-5	7.381393840495744e-5	0.028887847455260896	0.011030242662523854	0.001921148488825625	0.014990197779707943	0.13848879869347405	0.026638484721935047	0.004918427519496297	0.17658714395501018	0.29212913426755116	0.054204937410629324	0.0304058819738039	0.1449806724615067	2.1635264765410608e-4	3.2606101298321595e-4	1.4207471599117955e-4	2.312191349556428e-4	3.8780822946018616e-4	3.3138317520399924e-4	1.293814442302977e-4	4.1757718678421947e-4	2.701952657772242e-4	1.0746824446927884e-4	1.2182184240570758e-4	2.946281731124386e-4
100	0	0.031877425602922733	2.0780617902336828e-4	4.8135958265899674e-5	0	0	7.558293582377947e-5	5.8319784379683955e-5	0	0	0	0	0.9675012528613198	0	0	4.4573373683328904e-5	0	7.997913914123174e-5	0	0	0	0	0	7.688752837469167e-5	3.0036637065409776e-5	0	0	0	0	0	3.61436378372445e-4	6.576382898494625e-4	4.3441369134851205e-5	8.39993729587028e-4	0.0036683170908737607	9.035436296608159e-4	2.7721361098197883e-5	0.0037612967027038074	0.0016766633344424125	1.3135443256854463e-4	4.158761453249709e-4	1.1227219201787755e-4	0.0012073514500102463	0.0010323213995275026	1.2049790465844783e-4	9.496565861766994e-4	5.816608382984549e-4	1.580280864988454e-4	2.94526899016905e-4	3.149032366466354e-4	3.758796671914596e-4	1.1028321975249654e-4	4.671071240644154e-5	1.952681913239829e-4	0.0016973126051236314	0.001141084341950164	2.40581322066625e-4	0.0012414223591338735	0.005167064059504517	8.971241751361411e-4	2.786987935381709e-4	0.0061931555914682525	0.004020126483083386	0.0010950829395600767	2.8882285039764384e-4	8.908305487144919e-4	2.847317833175086e-4	2.3563392305940158e-4	2.934564421969413e-4	2.6757466525281837e-5	6.213463716870839e-5	6.000364909415475e-5	6.814196831275077e-5	2.401643088555368e-5	1.879623612001941e-5	1.4576861801924448e-4	5.570364244977985e-5	4.5450473458966356e-4	1.5959780159066422e-4	7.494558346773734e-4	1.0519680782716385e-4	5.523578377344897e-4	0.001310742560679958	7.673095177720658e-4	8.158238249111458e-5	0.002606462013152634	0.0030493017817996688	0.002503003943603846	0.0031140903501625746	0.0017435297052837784	1.4041363373325997e-4	2.567435007377095e-4	1.5575875388139268e-4	1.298104562985888e-4	0.0010234226714657315	5.215587451930186e-4	6.129735137288471e-4	6.772058774136486e-4	2.2126896133319834e-5	9.302871090603942e-5	1.901275389879412e-5	5.718805419482474e-5	0.04709713282993939	0.01699096524963761	0.002274708045423951	0.018444782758064153	0.2723200263363976	0.06181629848787523	0.009271641797369735	0.3216349743517924	0.12354487216959839	0.017177330172585457	0.007435131680944267	0.03452738628072651	3.9679492945802667e-4	7.511260557576759e-4	2.4328087041533328e-4	1.7024688947528882e-4	7.659993380314882e-4	1.4820983546122443e-4	4.50484132726855e-5	1.97053997369902e-4	5.327034020771556e-4	2.3025630992529617e-4	1.0589855909310864e-5	6.539673894126464e-4
