time	signature_1	signature_2	signature_3	signature_4	signature_5	signature_6	signature_7	signature_8	signature_9	signature_10	signature_11	signature_12	signature_13	signature_14	signature_15	signature_16	signature_17	signature_18	signature_19	signature_20	signature_21	signature_22	signature_23	signature_24	signature_25	signature_26	signature_27	signature_28	signature_29	signature_30	CA_A.A	CA_A.C	CA_A.G	CA_A.T	CG_A.A	CG_A.C	CG_A.G	CG_A.T	CT_A.A	CT_A.C	CT_A.G	CT_A.T	TA_A.A	TA_A.C	TA_A.G	TA_A.T	TC_A.A	TC_A.C	TC_A.G	TC_A.T	TG_A.A	TG_A.C	TG_A.G	TG_A.T	CA_C.A	CA_C.C	CA_C.G	CA_C.T	CG_C.A	CG_C.C	CG_C.G	CG_C.T	CT_C.A	CT_C.C	CT_C.G	CT_C.T	TA_C.A	TA_C.C	TA_C.G	TA_C.T	TC_C.A	TC_C.C	TC_C.G	TC_C.T	TG_C.A	TG_C.C	TG_C.G	TG_C.T	CA_G.A	CA_G.C	CA_G.G	CA_G.T	CG_G.A	CG_G.C	CG_G.G	CG_G.T	CT_G.A	CT_G.C	CT_G.G	CT_G.T	TA_G.A	TA_G.C	TA_G.G	TA_G.T	TC_G.A	TC_G.C	TC_G.G	TC_G.T	TG_G.A	TG_G.C	TG_G.G	TG_G.T	CA_T.A	CA_T.C	CA_T.G	CA_T.T	CG_T.A	CG_T.C	CG_T.G	CG_T.T	CT_T.A	CT_T.C	CT_T.G	CT_T.T	TA_T.A	TA_T.C	TA_T.G	TA_T.T	TC_T.A	TC_T.C	TC_T.G	TC_T.T	TG_T.A	TG_T.C	TG_T.G	TG_T.T
43	0	0.5042276509766436	2.0411258261945103e-4	0	0	0	0.009034293332545098	0	0	9.284391575003827e-4	5.088501794306258e-4	0	0.4832520201500596	0	0	0	0	2.0203344294270192e-4	1.141718475541019e-4	0	0	0	0	1.2864230234585307e-4	0	0	0	0	0	0.0013997860283586113	5.300202659082153e-4	6.409318445936745e-4	7.511525809219894e-5	5.959752478719334e-4	0.001965441805896963	5.857832314482375e-4	1.28507885347077e-4	0.0021821525712741926	0.004577897332773208	0.0017123974849858764	0.0018800278536235029	0.0017913897352465412	6.233959649287139e-4	5.842331436373447e-4	3.397297490635929e-4	5.935004822327398e-4	9.360078000484354e-4	3.0646278815294966e-4	4.518515433077365e-4	9.007469150001467e-4	2.117867645243077e-4	7.473371621507182e-5	1.7621713865593263e-4	2.3070254529792097e-4	0.0012132890889249867	6.886232465679379e-4	1.3269564703576633e-4	8.588715063622016e-4	0.0025976895687214226	5.914839180978133e-4	1.6005600013511493e-4	0.0032526210454021432	0.01014177951574822	0.003348694698464758	0.002809343606896069	0.005635180358944606	2.2587121770020516e-4	3.682458905718087e-4	2.7791675775050385e-4	3.1221547952865156e-4	3.084713214210223e-4	2.3288235819330947e-4	2.2194841063396582e-4	3.296705253279877e-4	7.359712625504575e-5	1.0183252113978688e-4	1.6313635903384107e-4	3.026327057273645e-4	2.933278913146282e-4	4.68462018604863e-4	1.4623682436182002e-4	3.7341730640161796e-4	6.885290002185124e-4	4.049825199721137e-4	6.340821975224681e-5	0.0014352236899483183	0.004732805351181854	0.0025544231961954966	0.0017626795970042447	0.0026902328177409764	1.31905147662045e-4	2.7737477763597053e-4	1.3372900970373632e-4	1.8960831309062644e-4	5.221149823273182e-4	3.7315907085030536e-4	3.276025316074215e-4	7.203890488011578e-4	6.277624091306072e-5	7.435312968789741e-5	8.809591898596472e-5	9.075744649847094e-5	0.030968782436938153	0.01171792337674719	0.0019556729436079417	0.0155851294103765	0.15420934434428077	0.0308988785382081	0.005430908074145288	0.19332102319400887	0.267994913020407	0.05143872480443721	0.02813534384887405	0.1298213875604158	2.583647069352884e-4	4.0273923725601436e-4	1.699860471211095e-4	2.6956947348147424e-4	4.566915455882229e-4	3.4398224201020935e-4	1.492924041778453e-4	4.1606317373686175e-4	3.185481431477698e-4	1.4668378411563152e-4	1.2992215637837854e-4	4.107735379101245e-4
44	0	0.011560725215685786	1.187036869487733e-5	2.1367482462436436e-6	0	0	6.167768518899388e-5	0	0	0	2.7638447069179955e-6	0	0.9883424038573646	0	0	4.115889506859361e-6	0	0	2.1378522711478624e-6	0	0	0	0	6.031142845662242e-6	0	0	0	0	0	6.13739548887641e-6	3.393756426464865e-4	6.488201968673327e-4	3.905785156502705e-5	8.410035036759303e-4	0.0037346140461179114	9.134315393116077e-4	2.229194405499591e-5	0.003823055445993435	0.0015497957466066657	7.362676418499408e-5	3.516215028556932e-4	3.934086028331453e-5	0.0012293840265794275	0.0010491618532647076	1.0780720769455767e-4	9.626329710886121e-4	5.586781629335844e-4	1.48992171518561e-4	2.830222054643062e-4	2.8210736452070895e-4	3.821723459440625e-4	1.1141933751203253e-4	3.897979980605646e-5	1.9295029969038387e-4	0.0016988559026084075	0.001148851471426595	2.416053437368565e-4	0.001247457822875994	0.005272121470880911	9.0523136606056e-4	2.8249992947770527e-4	0.006312723850185109	0.0037839909645152486	0.0010405363417467037	1.868195705505953e-4	7.14070618210095e-4	2.8380970965253996e-4	2.2544647245305305e-4	2.8667527466106236e-4	7.831045701059121e-6	4.8824535611287004e-5	4.768730984146844e-5	5.809517122201539e-5	7.801880905012687e-6	1.6286310804640552e-5	1.4636696674910358e-4	4.8358807118971206e-5	4.5942561723792664e-4	1.352845933612334e-4	7.4798703143474e-4	9.811537470039505e-5	5.467026849224797e-4	0.0013344555137433792	7.800514134829896e-4	8.138452530386938e-5	0.002652238524932195	0.0029746695755467024	0.0025111714373417444	0.0031716945486803044	0.001707560702108682	1.3780401772798477e-4	2.534616950522986e-4	1.5297220763389795e-4	1.240474585547031e-4	0.0010420389096499308	5.260898539244835e-4	6.229848778305943e-4	6.757514824883553e-4	1.9448083862294016e-5	9.291294100014282e-5	1.2083372778577637e-5	5.431712319166982e-5	0.047779955445004206	0.017203949138189716	0.00228573316385758	0.01856125788997533	0.27739891670560657	0.06314116288991163	0.00943627596936242	0.3271495993032067	0.11737820442981677	0.015816519469698528	0.0065889646330279	0.030462314107174756	3.997410179677118e-4	7.63215839537742e-4	2.4338992999455302e-4	1.622187225688329e-4	7.76473432813917e-4	1.3725906805635147e-4	3.950934190529471e-5	1.8473869017994197e-4	5.4119172672594e-4	2.3296286251849643e-4	3.143895438157606e-6	6.633578337361022e-4
45	0	0.06957475514186236	1.7010966824771536e-5	0	0	0	2.3547284611141335e-4	0	0	0	1.4939360306766826e-5	0	0.9301089479694556	0	0	4.644217038497146e-6	4.751721916734786e-6	0	3.1307350047799495e-6	0	0	0	0	6.996600183196187e-6	0	0	0	0	0	2.9350441295836247e-5	3.5965166269927605e-4	6.471174883836863e-4	4.263512708327651e-5	8.106443974696121e-4	0.00353019767505619	8.755383889267398e-4	3.398479919087806e-5	0.003633840034424438	0.0018972458007724007	2.355344071708949e-4	5.265901594223913e-4	2.3448647962024733e-4	0.0011573660473986668	9.942685547126907e-4	1.3310685092103697e-4	9.155764055095683e-4	6.025163135803738e-4	1.6554284105686323e-4	3.005900904889511e-4	3.532049163453727e-4	3.617785187509722e-4	1.064147778895992e-4	5.3116212931604516e-5	1.947809806803514e-4	0.0016388737039565128	0.0010938709141635867	2.2786146389995734e-4	0.00119868488254552	0.004963241632213851	8.684731776990563e-4	2.6718766238155033e-4	0.005959337422934721	0.004458223721407927	0.0012070299137449075	4.7243647657859995e-4	0.0012137496553271381	2.7633383116579e-4	2.3994069237240722e-4	2.8367578223666807e-4	4.1672123884818775e-5	7.83023822259912e-5	6.834862989533427e-5	7.628409406819394e-5	4.164506386719871e-5	2.21264359235742e-5	1.394604774260886e-4	5.937615387500058e-5	4.3806336581528343e-4	1.4833721499149115e-4	7.121653563155573e-4	1.0285902820277562e-4	5.220317817711238e-4	0.0012587075251319286	7.352267543061109e-4	7.901806194470057e-5	0.002511830763165779	0.003176147648826156	0.0024865829092992242	0.0030032073668704584	0.001802769778170203	1.3654621635130637e-4	2.5590254601554177e-4	1.4943939239337492e-4	1.298001784918162e-4	9.810100384436689e-4	5.063055864837806e-4	5.866374276105664e-4	6.71667271312157e-4	2.4011578172803448e-5	9.03146697864239e-5	1.8340463966531675e-5	5.683427516486987e-5	0.04585290773888644	0.016574194200563417	0.0022483784764154237	0.018195468807771873	0.2632405437638628	0.05942231136207856	0.008975808533204436	0.31179972825372776	0.1351346806433411	0.019751517180722034	0.009019847980722522	0.042106999557666544	3.8133678175117906e-4	7.190268186938962e-4	2.3326936983117375e-4	1.6988752961461328e-4	7.371995849038412e-4	1.574575856404849e-4	4.9035295444372276e-5	2.0875278542509991e-4	5.137603682574593e-4	2.2044271804687137e-4	1.5548845135761928e-5	6.262733946603197e-4
46	1.6391379602927707e-4	0.06866744073629916	1.855776532373783e-4	0	0	0	0.0033676228739875245	0	0	0	5.075265815894642e-4	0	0.9260947500091485	0	0	0	0	0	2.3895206204532148e-4	0	0	0	1.4641239612070238e-4	0	0	0	1.8608669934952943e-4	0	0	4.417171921930621e-4	3.678709706390847e-4	6.530149368900888e-4	4.391792716573858e-5	8.140896416633633e-4	0.003520990500557373	8.749176190376017e-4	3.667991265383897e-5	0.00362483124760825	0.0019408470588128572	3.927182809705659e-4	5.745381382867707e-4	3.0189198094323136e-4	0.001187643133918712	9.971181994489927e-4	1.4103160124882393e-4	9.305511157660332e-4	6.096042094093834e-4	1.731975619904738e-4	3.130159635870596e-4	3.6275940018919275e-4	3.635618553879293e-4	1.0761242451205864e-4	6.0138769441442086e-5	1.9970707560802535e-4	0.0016428293425212756	0.0010995890065616126	2.2910750790263422e-4	0.0012044503802748966	0.0049460019568440166	8.691020498681878e-4	2.705190121488745e-4	0.005938901477144972	0.004738081009555025	0.0016670995233869074	5.717337474239118e-4	0.0015611397946587962	3.414833874460302e-4	2.5045668112817646e-4	2.916028782005085e-4	5.149640682087097e-5	8.51837151880021e-5	7.622145331549257e-5	8.330814993220151e-5	6.01413102553491e-5	2.4250134527680126e-5	1.4541359714706674e-4	6.769944320037996e-5	4.457515783179311e-4	1.5760802319534178e-4	7.187577903854634e-4	1.0290797811393461e-4	5.291540602166859e-4	0.0012590801091846532	7.383535955959631e-4	7.954420615826259e-5	0.002504799509244527	0.003217305549595127	0.0026566428075739334	0.00302887781675361	0.0019202535785143705	1.5946338994259266e-4	2.5715134734263757e-4	1.550716237238766e-4	1.3793064862232672e-4	9.826536651622241e-4	5.110445472820412e-4	5.926231008534991e-4	7.044775399065295e-4	2.5903915091239762e-5	9.140391266231866e-5	3.022962255542956e-5	6.368300777275086e-5	0.0456559200639007	0.016513070831964727	0.0022402270926827374	0.018122540598487762	0.2620861114187056	0.05917403120778969	0.0089384504400019	0.31042486969189215	0.1347373774532519	0.020657183718411812	0.009288949290747691	0.04213252394653759	3.989137383996347e-4	7.261938600000407e-4	2.3929557583545134e-4	1.9048659166105882e-4	7.4553454432224e-4	1.699939439147664e-4	6.136159584088203e-5	2.1916850468160721e-4	5.171583585682597e-4	2.2605104538569055e-4	2.4926490465531112e-5	6.309255812488447e-4
47	0	0.026960902143872974	9.162518196357064e-6	0	0	0	1.228169083235593e-4	0	0	7.662222864208693e-6	2.7570559153665693e-6	0	0.9728832978592822	0	0	1.7931573085692514e-6	0	0	0	0	0	0	0	2.130598009606303e-6	1.6357671903291077e-6	0	0	0	0	7.841769036829958e-6	3.444503934021538e-4	6.481437326452492e-4	3.9874153749383144e-05	8.327777953349239e-4	0.0036801719360856624	9.032704025293801e-4	2.5348002008978194e-5	0.003772673808575145	0.001641482658565995	1.1621249327353595e-4	3.979429497340215e-4	9.076887675831029e-5	0.0012102095078651497	0.001034531179079095	1.1441128786620646e-4	9.501126594995008e-4	5.700772691056062e-4	1.5329155881293726e-4	2.875101059770887e-4	3.007811447754938e-4	3.7671756648507076e-4	1.1007959054826635e-4	4.26760897097847e-5	1.9340334463456105e-4	0.0016825154445262842	0.001133914726530101	2.3782575192205163e-4	0.0012344129705387623	0.005189983275165224	8.953287231314224e-4	2.783906969434177e-4	0.006218736408398057	0.003963421248915382	0.0010852279626152445	2.6281571501805346e-4	8.470777513124927e-4	2.817652689660582e-4	2.29170102889586e-4	2.857837254540538e-4	1.6741354954989813e-5	5.657368306138867e-5	5.3018860982579705e-5	6.28290193413229e-5	1.6610636352306615e-5	1.7824197247800474e-5	1.4445426660755772e-4	5.1221155193945277e-5	4.534556988992564e-4	1.3838053956454716e-4	7.378654401007783e-4	9.912990870979095e-5	5.398644036449576e-4	0.0013142266181321866	7.680318710618652e-4	8.071001852107238e-5	0.002614866418485442	0.0030275654568841987	0.002504252663693968	0.0031269545400196197	0.0017325728298121436	1.3745985907276612e-4	2.5403961002751387e-4	1.5200677260433963e-4	1.255287865314158e-4	0.0010258233335992786	5.207889132418165e-4	6.132730497720089e-4	6.7474039707946e-4	2.0637153194813886e-5	9.218801367145804e-5	1.3672745766411701e-5	5.487184565359002e-5	0.04726841152881462	0.01703641815403431	0.0022757425647814884	0.018466248623399576	0.27364019152095825	0.062153795142104507	0.009314011926446214	0.3230744565951864	0.12209279762526182	0.016864416184095416	0.0072372297705147765	0.03355430879816097	3.948034741601149e-4	7.513766074829809e-4	2.4060444423155102e-4	1.6425887669843474e-4	7.660042670110373e-4	1.4256983853037924e-4	4.200098357744609e-5	1.9114144111032216e-4	5.338659595286953e-4	2.2964730250398432e-4	6.370457716008139e-6	6.538595727215036e-4
48	0	0.29145188470843236	4.536055053556809e-4	0	0	0	0.006267689543724523	0	0	9.089574036517155e-4	0.0011463523945306506	0	0.6975234949817936	0	0	3.207777172392088e-4	8.582923981505997e-4	1.6340769272024877e-4	0	0	0	0	0	0	0	0	0	0	0	9.055376544014947e-4	4.6090266835214415e-4	6.514374471168836e-4	5.964685595087252e-5	7.121656022244219e-4	0.002725417015651103	7.296570361864547e-4	8.497724721311349e-5	0.002887483172237871	0.0033071652582949314	0.001134971188894575	0.0012399684483998855	0.0011096531291562516	8.882913518279882e-4	7.88457112571404e-4	2.468414182417753e-4	7.62022155851697e-4	8.015141313173798e-4	2.5736297358303333e-4	3.991453287782997e-4	6.584000975730035e-4	2.8686410122934626e-4	9.926225761867172e-5	1.2706876458824058e-4	2.510358945894135e-4	0.0014304230866205225	8.915057765130863e-4	1.8077517631796873e-4	0.0010378192234425246	0.0037397137105791354	7.295399814456192e-4	2.1600101547424304e-4	0.004560825242419632	0.007526738395430633	0.0026018955361822474	0.0017288320321674428	0.0036826543910770315	2.544916258605935e-4	3.2562303442221804e-4	2.94266161657283e-4	2.1857107253294374e-4	0.00021064066782785817	1.9905868118880006e-4	1.860101038555566e-4	2.965595943499042e-4	5.092571132722522e-5	1.4421809515106787e-4	1.348535339238666e-4	6.11731087599946e-4	2.4049432397868826e-4	5.890131587135306e-4	1.2471842983431423e-4	4.589080054622762e-4	9.686642893624307e-4	5.691423745205144e-4	7.117913000857955e-5	0.001958890479608406	0.003996708288802098	0.002644091420445559	0.0023836576408638207	0.002330370264459463	1.367624785617391e-4	2.7177686476377415e-4	1.502819623539449e-4	1.6995092650958185e-4	7.531938318073771e-4	4.5613340670478243e-4	4.6821155545673254e-4	7.283623607173935e-4	4.581831925822099e-5	9.320025526700757e-5	6.844647937312698e-5	1.3572388336116205e-4	0.03806888872406639	0.014036574114750261	0.002094249758611177	0.016935336076825864	0.20633554781133115	0.0445877157970786	0.007125499165047499	0.24986097348624695	0.2026943705330115	0.03649017342927732	0.019021527798636147	0.087020501202216	3.257029651625539e-4	5.653203175055177e-4	2.0535127823831454e-4	2.402116651823447e-4	6.075196047415531e-4	2.8061690273103123e-4	1.196129039747747e-4	3.3743434249069597e-4	4.1930847128381847e-4	2.0065910916800933e-4	8.724717417325771e-5	6.025736417789564e-4
49	0	0.002013386583345316	8.782630057937624e-6	3.914449476800682e-7	0	0	1.7626119710810994e-6	0	0	2.7398161688728e-5	0	0	0.9979425760910662	0	0	1.2870591675316954e-6	0	1.2619393347363966e-6	0	0	0	0	0	1.4224219393955978e-6	1.731056481361617e-6	0	0	0	0	0	3.358142819106053e-4	6.489124105366467e-4	3.8337520504812546e-5	8.460532015042425e-4	0.003768196030135185	9.19611836653929e-4	2.0341813335957273e-5	0.0038541577426427364	0.0014923473144522663	4.6159057430808254e-5	3.2306344915319376e-4	7.001064824633473e-6	0.001241188912869012	0.001058147663352443	1.0352226422503682e-4	9.70269970831976e-4	5.51290241242349e-4	1.4632951278534834e-4	2.800281649686003e-4	2.702755677220518e-4	3.8551007558718597e-4	1.1233361877928887e-4	3.662438289897902e-5	1.9298493894887977e-4	0.0017084537574950486	0.0011575903662873256	2.437763012782734e-4	0.0012557163331306058	0.005322923191244072	9.111547669428753e-4	2.849717730535369e-4	0.006370842358447418	0.0036703877045750812	0.001009598044320368	1.3937736124576604e-4	6.290129702035014e-4	2.850099237484128e-4	2.2293635549224574e-4	2.8709161397216326e-4	2.2172067319830555e-6	4.388819152096319e-5	4.424338458670747e-5	5.506135928378003e-5	2.1146080771447626e-6	1.537019406038208e-5	1.4748919017043788e-4	4.658476170477486e-5	4.635191162957099e-4	1.329612220976489e-4	7.533329335402841e-4	9.708702198358332e-5	5.507646391154666e-4	0.0013468603421347607	7.873324971513626e-4	8.17313252713006e-5	0.0026753334576925633	0.00294118358196709	0.002514545920232772	0.0032000840006457276	0.0016914348987365616	1.3802182777894462e-4	2.5301698013834706e-4	1.5353232145560474e-4	1.2306183647975105e-4	0.0010522136618092877	5.295488172099463e-4	6.290540792478819e-4	6.764373679508268e-4	1.8691892699885473e-5	9.337602056909654e-5	1.0983529451077459e-5	5.396595555494718e-5	0.04809870613660351	0.017307686105570777	0.0022919181653143477	0.018630059139172806	0.27973354941824924	0.06375410399368642	0.009512186244030432	0.32968107924909457	0.11445386664131502	0.015160235138935139	0.00619172995945053	0.028544552281657323	4.027150046241925e-4	7.703730239585366e-4	2.4493071900663426e-4	1.6082829306656184e-4	7.828751764298276e-4	1.3406165935175136e-4	3.798160477856827e-5	1.8093664871962116e-4	5.457987874056218e-4	2.3521364056642403e-4	1.0800431250362175e-6	6.711449237974983e-4
50	0	0.20674790124856557	8.158666210686724e-6	0	0	0	6.864181272854724e-4	0	0	0	2.7089393056292694e-5	0	0.7924529323640831	0	0	4.448922138973337e-6	0	0	5.75125374061286e-6	0	0	0	5.970176507617837e-6	0	3.3738277594713702e-6	0	0	0	0	5.795602065216386e-5	4.070579518404766e-4	6.427196009016738e-4	5.0902524091665995e-5	7.384119920212917e-4	0.003046411567923431	7.856390373454434e-4	6.141081572199296e-5	0.003186055413137214	0.002716405188491083	6.161691313213959e-4	9.395475217908261e-4	6.942429370602639e-4	9.868472435542828e-4	8.643000895965818e-4	1.9261421988330318e-4	8.040737721282011e-4	7.058587212035282e-4	2.0412294146854776e-4	0.00034163814952702575	5.208909936460363e-4	3.1339240721723764e-4	9.436818020719436e-5	8.618109469454873e-5	1.9820414321365334e-4	0.001496407894096098	9.635875892103269e-4	1.9508991821036447e-4	0.0010831953078469703	0.004232659892633173	7.812192827801041e-4	2.3085315320603187e-4	0.005123420872563804	0.006053041387228265	0.001601533397748642	0.001147790144317653	0.002396700608192254	2.5845957516259626e-4	2.73715910430564e-4	2.763851098696592e-4	1.210530063380313e-4	1.4777780914811768e-4	1.1627374356979812e-4	1.1876857526160404e-4	1.1995864953603237e-4	3.5771121795683226e-5	1.225546525793589e-4	8.486965691525778e-5	3.829890957874994e-4	1.783862848702494e-4	6.261798934988938e-4	1.1369636327243186e-4	4.6288149884395524e-4	0.0010791859329600762	6.288602381895477e-4	7.332953604806817e-5	0.0021795345374884395	0.00365072961136614	0.002427166407469879	0.002604250476311306	0.0020275491121297725	1.3351338004734722e-4	2.614272725092745e-4	1.4093850061986163e-4	1.4312019568678486e-4	8.366508894614083e-4	4.590125379723685e-4	5.003323493132677e-4	6.618186911553873e-4	3.464825445127136e-5	8.387104435631907e-5	3.269069746806203e-5	6.151003577414454e-5	0.04129781507458357	0.015085152955656675	0.002159964629789049	0.017330829114663368	0.22977301054527763	0.0506310237955939	0.007887293884770826	0.2755163925125419	0.17712515340192422	0.029062466144712164	0.014771006777764864	0.06964187714603508	3.3759232834782956e-4	6.141766390984815e-4	2.0911995486279874e-4	1.879016526295953e-4	6.442487408284694e-4	2.0461767457823548e-4	7.125338887348966e-5	2.6532737652463763e-4	4.485734938101309e-4	1.904846746833658e-4	4.44220645825191e-5	5.374702931543508e-4
51	0	0.007205748415373063	1.8470265840405842e-5	2.0154238178641224e-6	0	0	8.588376743186742e-6	0	0	2.458812168413686e-5	0	0	0.992722994119041	0	0	4.706065677268237e-6	0	4.42301699909469e-6	0	0	0	0	0	5.7723975361416565e-6	2.693797287805741e-6	0	0	0	0	0	3.382356261516226e-4	6.491272432505486e-4	3.8808737388163515e-5	8.436929507174847e-4	0.00375018731942715	9.163868177702813e-4	2.144074043267652e-5	0.0038374713798446187	0.0015235591997040299	6.039060788887414e-5	3.387360305022579e-4	2.4515328925667663e-5	0.001234856745472428	0.0010533208048778854	1.0592293596046756e-4	9.661336401801687e-4	5.556201076327773e-4	1.479332172999729e-4	2.818436965373943e-4	2.7700543071015356e-4	3.837162158487629e-4	1.1190399335434755e-4	3.7987323463290475e-5	1.9317222635539095e-4	0.0017039273667944846	0.0011531568129509843	2.4272897233156034e-4	0.0012517422686523965	0.005295489447141665	9.080976397047572e-4	2.8366695657273136e-4	0.006339489777799093	0.0037301647274847393	0.0010234613699999751	1.6479543222790906e-4	6.731584429366706e-4	2.8446689233396744e-4	2.2441461500676463e-4	2.8711367006813013e-4	5.477133520604406e-6	4.6660900036158704e-5	4.6304332156196085e-5	5.684431273622729e-5	5.282116128568909e-6	1.5896039129107765e-5	1.469390064040128e-4	4.768598223582897e-5	4.61581633297262e-4	1.3494309183882439e-4	7.508227635018197e-4	9.779812688339091e-5	5.491407256192971e-4	0.0013402156122586668	7.834588122162225e-4	8.156840891389614e-5	0.0026629497643014493	0.002959386310611171	0.0025120996538679947	0.0031849740164560662	0.0016999002918518026	1.3801372471218212e-4	2.5333071064813996e-4	1.5335543613462395e-4	1.2368064024544423e-4	0.0010468747949707736	5.278587724213377e-4	6.259038612388148e-4	6.761050326600843e-4	1.9141256526515387e-5	9.31863107517957e-5	1.1724342707203532e-5	5.42314078742027e-5	0.047926312043031744	0.017251848916524832	0.002288689746858301	0.01859709432473045	0.2784644519738096	0.06342105223534707	0.009470936799047732	0.3283051454485242	0.11604128020384413	0.015509631296745064	0.006407839534472483	0.029585730054895776	0.00040117749723212013	7.66549013366827e-4	2.4416695090247783e-4	1.6165360600097872e-4	7.795184801025351e-4	1.3600321162119894e-4	3.891301278028356e-5	1.8321615617589355e-4	5.433822372113642e-4	2.3413489146869757e-4	2.297319029461108e-6	6.67797009682809e-4
52	0	0.0025632641891584164	9.194390562888465e-6	0	4.331056852577473e-7	0	7.239204903616319e-6	7.353874060272495e-7	0	4.32541564425076e-6	0	0	0.997410836898746	0	0	2.0517079438413645e-6	0	0	0	0	0	0	0	6.03509450072212e-7	1.3161904995548584e-6	0	0	0	0	0	3.359470117984656e-4	6.488852976306977e-4	3.834286073669297e-5	8.455569138039815e-4	0.0037663278617642818	9.192639916079321e-4	2.0450875557298588e-5	0.0038524516282792236	0.001495669212327297	4.767521883891587e-5	3.2443476660411717e-4	8.767047696421337e-6	0.001240541387148953	0.0010576606723019233	1.0377278763384402e-4	9.698485066827111e-4	0.00055171405477723865	1.4638812604108524e-4	2.8017313685533223e-4	2.709180795830451e-4	3.853301275299485e-4	1.1219774110672563e-4	3.673451346565447e-5	1.926973284866672e-4	0.0017077111363183561	0.001157028028174351	2.4359457681160553e-4	0.001254867258188869	0.005320102307959929	9.108192850542924e-4	2.848289939017927e-4	0.006367628452863322	0.0036770964311307838	0.0010115003356659558	1.4189285918279418e-4	6.339671985276395e-4	2.8494494613444746e-4	2.2309328578714067e-4	2.870418025513343e-4	2.5333829448035625e-6	4.4176821602537095e-5	4.4417879840961106e-5	5.521998166547333e-5	2.43378851716812e-6	1.5377531146266752e-05	1.473913688637221e-4	4.66092797070484e-5	4.629139613079096e-4	1.328602572206858e-4	7.528538895328816e-4	9.70750642654863e-5	5.502198205059946e-4	0.001346170197250062	7.86916637239667e-4	8.170370343858414e-5	0.0026740557474500726	0.0029431337162057316	0.0025141068507667976	0.00319790921414466	0.0016920724953270953	1.3800281095757008e-4	2.530443895738124e-4	1.5349646546953478e-4	1.231181743002942e-4	0.0010515242098812967	5.29144303980916e-4	6.28605157897183e-4	6.761649002360706e-4	1.8733737345462036e-5	9.331001841177991e-5	1.1022371534557211e-5	5.3926789760069515e-5	0.04808046935211152	0.017301743760352095	0.0022915120859810087	0.018619716125191366	0.27960501572534774	0.06372014765745662	0.009508011374736695	0.329542278293232	0.1146248019212876	0.015198414595834951	0.006210314447894486	0.028654903354081003	4.0255830966467993e-4	7.699642592629788e-4	2.4484004906450915e-4	1.6088312927957835e-4	7.824823708970748e-4	1.3405123907497495e-4	3.7943991115669745e-5	1.8097037355035026e-4	5.454422915103462e-4	2.3489702941218137e-4	1.1563303289787063e-6	6.693709685154131e-4
53	0	0.09270424547499462	1.0067452622838451e-5	0	0	0	2.5555861163236256e-4	0	0	0	6.850284404489718e-5	0	0.9069098792838575	0	0	3.6138417538498e-6	0	0	7.569239717676313e-6	0	0	0	7.880147982839225e-6	3.4958621046718246e-6	0	0	0	0	0	2.91872412887598e-5	3.6746658248288343e-4	6.462799113824811e-4	4.3959564359440925e-5	7.983225116696375e-4	0.003448553287289689	8.603183440218732e-4	3.8556587818144855e-5	0.0035583015837068587	0.0020362702664090313	3.04558500207425e-4	5.966209380358754e-4	3.151602592437234e-4	0.0011284788992914272	9.722693820903187e-4	1.4304374768977127e-4	8.965004463369858e-4	6.19840206242998e-4	1.7199258159854514e-4	3.0739528943059496e-4	3.813232266666058e-4	3.535823427664282e-4	1.0433148213695631e-4	5.8544067437359964e-5	1.9514909560730035e-4	0.0016146085784826683	0.0010718591465258074	2.2232026945098472e-4	0.0011791266521485795	0.004839975381931033	8.536511576837184e-4	2.6102885103329533e-4	0.0058182957048318685	0.004724595362140068	0.001276935584688314	5.858713695857217e-4	0.0014142163531105788	2.732705690455641e-4	2.454662520424357e-4	2.8226483819779346e-4	5.473848937135013e-5	8.98967217888427e-5	7.616272868700969e-5	8.323018003915963e-5	5.4163192079172706e-5	2.4392941239109592e-5	1.364229003277694e-4	6.352619321272302e-5	4.2760980555413747e-4	1.5315756859011147e-4	6.97358982503236e-4	1.045620421535382e-4	5.118699089195528e-4	0.0012283376024172295	7.171761984022604e-4	7.802958839431392e-5	0.002455716312545505	0.0032576528817550867	0.0024814642650315844	0.0029364773363120687	0.001843370362344607	1.3599070572786087e-4	2.5677777395124936e-4	1.4789097865274635e-4	1.3190829299898453e-4	9.566726579022906e-4	4.982971530107698e-4	5.72083703345063e-4	6.695789861613471e-4	2.576321552425128e-5	8.91538737111802e-5	2.0597682065944336e-5	5.7257743472134345e-5	0.045085284967055335	0.01632311007388302	0.0022334415155801034	0.018049673254006516	0.25760059830109894	0.05794059027645598	0.008792351300039403	0.3056855303943743	0.14221066127654552	0.02131349218792543	0.00998439711466809	0.046750199704620285	3.738398668120394e-4	7.011705206464803e-4	2.2907463176872835e-4	1.7260990925604893e-4	7.213451979103866e-4	1.6518932144079002e-4	5.262919502493322e-5	2.1808584607361405e-4	5.027068838319576e-4	2.152450130481722e-4	2.025006372033813e-5	6.109290407369868e-4
